uuid,graphic_layer,line,path
c1fd7798-e4fd-4cfb-af81-2cf23744637c,Standard,5f8eb2b8-0f98-4011-bc3a-b182285be4db,"{""type"":""LineString"",""coordinates"":[[0.81920904,0.44262295],[0.83050847,0.44262295],[0.82485876,0.44262295]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
2aa712e6-4fbb-40e4-baac-a0c2ecd7a8be,Standard,0ffacffd-4f3f-465b-8525-bc22facc45da,"{""type"":""LineString"",""coordinates"":[[0.17514124,0.57377049],[0.14689266,0.57377049],[0.20338983,0.57377049]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
74887fe3-c3a5-4919-8b77-743e3f2c5bd4,Standard,d48db7e8-5fde-456f-8b17-02d18a5a2e32,"{""type"":""LineString"",""coordinates"":[[0.31073446,0.1557377],[0.25423729,0.1557377],[0.28248588,0.1557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
8b7a0eb4-e725-4416-ac52-3810059bfc5c,Standard,95644bf5-8dca-4409-bb04-7d4e9a24fa03,"{""type"":""LineString"",""coordinates"":[[0.63841808,0.14754098],[0.63276836,0.14754098],[0.62711864,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
bbca471b-16c1-4981-8414-b6bf87274cae,Standard,80332374-76fe-4d06-adde-e2197f88fe6e,"{""type"":""LineString"",""coordinates"":[[0.79661017,0.57377049],[0.80225989,0.57377049],[0.77966102,0.57377049]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
b634d0e8-330a-40ac-bf97-0caa01370bcf,Standard,6862b157-39c8-47d2-b31c-e418e1bad9a2,"{""type"":""LineString"",""coordinates"":[[0.68926554,0.77868852],[0.69491525,0.77868852],[0.70056497,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
1d22d39f-e8b0-43b3-ab64-67ea9c72e892,Standard,6f875559-5af0-47a9-9f0e-f1d8332f9230,"{""type"":""LineString"",""coordinates"":[[0.81355932,0.96721311],[0.8079096,0.96721311],[0.80225989,0.96721311]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
bd52fae7-5d39-4718-a9f5-737d6e4ac693,Standard,87a41d29-ad67-4bd6-a5b7-9d1414b38c6e,"{""type"":""LineString"",""coordinates"":[[0.89265537,0.89344262],[0.9039548,0.89344262],[0.89830508,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
4ca6d6bc-9616-4f26-a953-b04c20364f56,Standard,1a52eb5c-a8a1-4b69-9aac-138e425d835b,"{""type"":""LineString"",""coordinates"":[[0.88700565,0.04918033],[0.87570621,0.04918033],[0.88135593,0.04918033]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
b6e8a3b1-e76e-4788-960f-79afcd82cd8f,Standard,1c23e300-0ad5-4b90-ac74-b9763e579268,"{""type"":""LineString"",""coordinates"":[[0.22033898,0.0204918],[0.22033898,0.04098361],[0.22033898,0.0]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
890090ef-f4f2-4ff6-b11b-9eda935b67c5,Standard,16b934cc-98c6-42b9-9005-be4bf7365693,"{""type"":""LineString"",""coordinates"":[[0.22881291,0.57377049],[0.25423729,0.57377049],[0.20338983,0.57377049]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
a6a4da26-f67b-4ef9-aef8-c072a664c473,Standard,7cc28881-dec6-4baa-ad77-d4a2ea3cdd68,"{""type"":""LineString"",""coordinates"":[[0.02259887,0.0],[0.02259887,0.0204918],[0.02259887,0.04098361]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7db35bba-5e4d-4964-abbe-a2e18b630f59,Standard,08d39ce3-e843-49bd-9b46-1fe927a1d4be,"{""type"":""LineString"",""coordinates"":[[0.77966102,0.25409836],[0.7740113,0.25409836],[0.78531073,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
bef95efd-2cd8-472f-831d-c3bd3c207aa3,Standard,58105b87-e27d-4d7f-b492-42434801bdf7,"{""type"":""LineString"",""coordinates"":[[0.73446328,0.89344262],[0.74576271,0.89344262],[0.74011299,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7fdceb5a-d837-4672-a25c-3ef1c4b021f1,Standard,cd994d2f-b62e-4ab9-8f4c-e5357fd04af7,"{""type"":""LineString"",""coordinates"":[[0.71751412,0.14754098],[0.72316384,0.14754098],[0.72881356,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
91bf20e1-1a3b-4b69-b55b-a4ab8a5b3ae9,Standard,445cc0c8-70b8-47d4-987f-308269b845a3,"{""type"":""LineString"",""coordinates"":[[0.61581921,0.89344262],[0.62146893,0.89344262],[0.61016949,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
4c56b3b5-fa87-4f28-a448-8b0c18e4fa5b,Standard,d8d23da6-be08-4ace-8d93-70c0faab1505,"{""type"":""LineString"",""coordinates"":[[0.92090395,0.04918033],[0.90960452,0.04918033],[0.91525424,0.04918033]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
4e955f6a-da29-4020-874c-7608dbf744db,Standard,ca765f8e-2a05-40fb-80b8-41e02887fa46,"{""type"":""LineString"",""coordinates"":[[0.75706215,0.67213115],[0.75141243,0.67213115],[0.74576271,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
f6991b3a-2ada-49cf-abf1-a63a965f014c,Standard,22d61b21-2a7d-4be8-b14b-f0d72e1c5ba7,"{""type"":""LineString"",""coordinates"":[[0.8079096,0.04918033],[0.81355932,0.04918033],[0.81920904,0.04918033]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
36b52d45-0e51-46b2-9831-aa3fb3ff3c37,Standard,c49d1581-a0c6-493f-9534-39f97970492b,"{""type"":""LineString"",""coordinates"":[[0.81355932,0.67213115],[0.81920904,0.67213115],[0.82485876,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
30a58ed2-09d8-4e43-9aff-7b9f1e3e1f73,Standard,7df282f5-2e54-4220-8276-087634415be8,"{""type"":""LineString"",""coordinates"":[[0.73446328,0.44262295],[0.72881356,0.44262295],[0.74011299,0.44262295]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
de4bc4d5-2d9e-405d-b63d-6e6534de49e1,Standard,ffdd2907-38ed-4a39-89de-9435e97dadc0,"{""type"":""LineString"",""coordinates"":[[0.76836158,0.25409836],[0.7740113,0.25409836],[0.76271186,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
606bfb84-710f-493d-8726-c3293352134c,Standard,1cf0cb95-28b9-4dc1-82b9-3466d7d870cc,"{""type"":""LineString"",""coordinates"":[[0.68926554,0.67213115],[0.68361582,0.67213115],[0.6779661,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7548e909-99a8-426b-9c9a-7551e6fc7a87,Standard,13ea7170-5fc1-4ed8-be71-0a91a9e5df99,"{""type"":""LineString"",""coordinates"":[[0.77966102,0.67213115],[0.79096045,0.67213115],[0.78531073,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
9944a608-7e0a-4325-963f-76110bbe81b7,Standard,b672be06-2cbc-4510-8a96-34647985e9d5,"{""type"":""LineString"",""coordinates"":[[0.92090395,0.14754098],[0.93220339,0.14754098],[0.92655367,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
badf084a-59db-4de6-bf6d-48f988378609,Standard,14f9eef8-8550-45fa-a3f0-f583624556e7,"{""type"":""LineString"",""coordinates"":[[0.83050847,0.25409836],[0.82485876,0.25409836],[0.81920904,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7d5ff8b0-0692-4a90-bd37-24f4d8d61b98,Standard,13cfe1fb-1cec-4c17-baf8-b7dcb9f744cd,"{""type"":""LineString"",""coordinates"":[[0.93220339,0.36885246],[0.94915254,0.36885246],[0.96610169,0.39344262],[0.96610169,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7c9a8ae8-b024-4bf6-ade7-154fd3f39d7a,Standard,746fa279-2acf-4aa1-b3e1-8d312d66058a,"{""type"":""LineString"",""coordinates"":[[0.9039548,0.77868852],[0.91525424,0.77868852],[0.90960452,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
eb5e4437-0f18-43c1-9e51-51bcfc038bea,Standard,37c8ebe1-5d29-4806-a84a-fc00e4279fa6,"{""type"":""LineString"",""coordinates"":[[0.22881291,0.06557377],[0.25423729,0.06557377],[0.20338983,0.06557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
38c4a4da-68e5-4702-9efa-70f2a6499346,Standard,1a5bb799-bc03-4de9-a8a1-9a0616ea3add,"{""type"":""LineString"",""coordinates"":[[0.81920904,0.77868852],[0.81355932,0.77868852],[0.82485876,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
f1c8cd3e-5521-4539-8e13-aa5149272297,Standard,7f2e8019-f650-42b7-bd39-6895cb9c4d9f,"{""type"":""LineString"",""coordinates"":[[0.85875706,0.67213115],[0.8700565,0.67213115],[0.86440678,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
e918bf04-3eb3-4a6d-9173-20ed223f0628,Standard,31c8715f-7b85-4243-8908-69cf8b2c1525,"{""type"":""LineString"",""coordinates"":[[0.87570621,0.89344262],[0.8700565,0.89344262],[0.88135593,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
643e73ad-b1dd-4965-8e27-f7a5aac9b2f5,Standard,5157574f-5e67-4574-81a3-686b97a893ff,"{""type"":""LineString"",""coordinates"":[[0.77966102,0.44262295],[0.78531073,0.44262295],[0.7740113,0.44262295]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
b175f10d-452b-48a1-a536-b8ae8fc1241e,Standard,b140dccb-7251-496b-9402-06ebd13048c2,"{""type"":""LineString"",""coordinates"":[[0.62711864,0.36885246],[0.63841808,0.36885246],[0.63276836,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
09a046f1-f148-40aa-afeb-6592859da87d,Standard,094a0827-54d8-4ed9-bb8f-2766db020c87,"{""type"":""LineString"",""coordinates"":[[0.70056497,0.89344262],[0.6779661,0.89344262],[0.68361582,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
5afd84df-08c8-45af-b542-42eefdcb78b6,Standard,1c81ee69-fb75-4bea-bfa9-f627850f9e6b,"{""type"":""LineString"",""coordinates"":[[0.84745763,0.04918033],[0.83050847,0.04918033],[0.85310734,0.04918033]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
25e39498-b841-4c6f-bbac-2365e141f950,Standard,8619b18b-8b32-4013-9b3a-6aab514b73cc,"{""type"":""LineString"",""coordinates"":[[0.93785311,0.04918033],[0.94350282,0.04918033],[0.93220339,0.04918033]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
b36d0168-6936-49f6-92f3-8755988c11e9,Standard,76f097c5-173f-4fee-b6db-190792922d0e,"{""type"":""LineString"",""coordinates"":[[0.03954802,0.68032787],[0.03954802,0.57377049],[0.09039548,0.57377049],[0.03954802,0.78688525]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
6c8e7b09-25bc-47fb-b94d-fda79b2a7587,Standard,5ff3f25d-ef1d-4ba2-ba1e-b387965a839a,"{""type"":""LineString"",""coordinates"":[[0.81355932,0.36885246],[0.8079096,0.36885246],[0.81920904,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
fd79934e-7893-4948-8d5d-f7bad5afec35,Standard,5450f675-565b-4156-9d64-ff4cfeea96d3,"{""type"":""LineString"",""coordinates"":[[0.68926554,0.77868852],[0.68361582,0.77868852],[0.6779661,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
19c31421-6513-4f44-883b-586d45bbe732,Standard,8cc7bf8e-226d-41c9-9cd0-7524ea9186f7,"{""type"":""LineString"",""coordinates"":[[0.92090395,0.89344262],[0.91525424,0.89344262],[0.92655367,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
79a153b2-2b64-4b59-bbe5-946a3c0073bd,Standard,c3206971-b22f-4090-826b-e08d4bc8ffad,"{""type"":""LineString"",""coordinates"":[[0.20338983,0.24590164],[0.25423729,0.24590164],[0.22881421,0.24590164]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
0cff94f9-313a-407e-9261-659d48c4d22a,Standard,ca425259-fab4-4dc1-99c9-c19031121645,"{""type"":""LineString"",""coordinates"":[[0.92090395,0.77868852],[0.92655367,0.77868852],[0.91525424,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
ccacd75f-b7ad-43cb-9747-84e2fcf53ebd,Standard,09083d14-02aa-40a3-9948-86e86883bda1,"{""type"":""LineString"",""coordinates"":[[0.73446328,0.96721311],[0.75706215,0.96721311],[0.74011299,0.96721311]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
