uuid,graphic_layer,line,path
28b087ec-86fc-4701-b3b2-5a9b3c8e873e,Standard,04d02ea8-ba96-4a7f-969d-d25e201e32c6,"{""type"":""LineString"",""coordinates"":[[0.94915254,0.57377049],[0.93785311,0.57377049],[0.96045198,0.57377049]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
d2f946ca-00f5-4f0f-be6c-eed2c34180d5,Standard,94071ac7-ae51-4e45-8795-9d10bda616e9,"{""type"":""LineString"",""coordinates"":[[0.02259887,0.1147541],[0.02259887,0.13114754],[0.02259887,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
99333f9f-7f11-49e4-b97e-97956c7e6116,Standard,ce640cab-6f6d-4fd1-b652-009bec4c596b,"{""type"":""LineString"",""coordinates"":[[0.84180791,0.89344262],[0.83615819,0.89344262],[0.84745763,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
c41cc825-581d-4aea-a08f-794c8be52c9b,Standard,d2cd0ac6-ffbb-43f3-94c1-e10344eea594,"{""type"":""LineString"",""coordinates"":[[0.84180791,0.14754098],[0.83615819,0.14754098],[0.83050847,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
26138708-ff02-48c2-a465-a8b5e5d165a8,Standard,25a1e96e-b425-48bf-a3ae-dc54ea9da47f,"{""type"":""LineString"",""coordinates"":[[0.03954802,0.27868852],[0.03954802,0.17213115],[0.03954802,0.06557377],[0.09039548,0.06557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
271af476-bfb4-4dfd-8de9-4a447259c4ea,Standard,230eae02-e233-4975-9cbb-268d0af4a492,"{""type"":""LineString"",""coordinates"":[[0.88700565,0.36885246],[0.89265537,0.36885246],[0.89830508,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
94d96ee4-5d07-4b1b-a369-d8efb100c5e5,Standard,a9a94bc3-fa83-410a-9e71-38807e8d121c,"{""type"":""LineString"",""coordinates"":[[0.74576271,0.89344262],[0.75706215,0.89344262],[0.75141243,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
70d56f26-5aff-44a5-b9af-e0141256ab38,Standard,76d82f19-65d7-447d-a14c-95d050139fa5,"{""type"":""LineString"",""coordinates"":[[0.90960452,0.89344262],[0.91525424,0.89344262],[0.9039548,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
d923185a-03a0-484b-a66d-08f4757aadf7,Standard,2d552f15-6871-4e09-84b1-003da098d909,"{""type"":""LineString"",""coordinates"":[[0.09039548,0.1557377],[0.11864407,0.1557377],[0.14689266,0.1557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
37e7a43e-7216-4178-81c1-08c1bbc82b26,Standard,5c26821d-ea3b-4a00-8d42-1486710a2ca5,"{""type"":""LineString"",""coordinates"":[[0.78531073,0.14754098],[0.79661017,0.14754098],[0.79096045,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
d3484467-529b-4f61-b8a1-fa4dfae30c31,Standard,764eccc0-09cc-4c7a-bf76-33259938530c,"{""type"":""LineString"",""coordinates"":[[0.85875706,0.77868852],[0.8700565,0.77868852],[0.86440678,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
acb8900a-00d8-4ad2-86d5-eb04bd663251,Standard,a2a8bc02-02a9-40d8-9495-058c04d7df89,"{""type"":""LineString"",""coordinates"":[[0.89265537,0.77868852],[0.88135593,0.77868852],[0.88700565,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
49330239-a43c-47c9-82cb-f65469f2265a,Standard,d00ddea9-83f7-411a-9da6-f9607ffb3c87,"{""type"":""LineString"",""coordinates"":[[0.62711864,0.67213115],[0.63276836,0.67213115],[0.62146893,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
2e32f0e7-43fd-4f42-8376-ce687378e5aa,Standard,8885b761-4c1a-4924-be8a-b8f474d8f629,"{""type"":""LineString"",""coordinates"":[[0.15819209,0.18852459],[0.15819209,0.20901733],[0.15819209,0.2295082]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
31dab450-fe89-4ede-99e2-cba361671910,Standard,b714db4a-db55-4957-b503-2300559bb81f,"{""type"":""LineString"",""coordinates"":[[0.20338983,0.1557377],[0.14689266,0.1557377],[0.17514124,0.1557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
fd9f1ff2-8ac3-44a6-a65d-9f8344c68b32,Standard,3029d722-91ec-4e45-9243-d267222b6c8e,"{""type"":""LineString"",""coordinates"":[[0.93220339,0.25409836],[0.94350282,0.25409836],[0.93785311,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7c1b6af1-952c-4304-8d69-da1a0d14b955,Standard,8add0020-bc20-4aaa-9ad3-fa1a1a5ef376,"{""type"":""LineString"",""coordinates"":[[0.7740113,0.36885246],[0.76271186,0.36885246],[0.76836158,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
fc601178-3ca7-48f9-8a07-e9fb3751d3e0,Standard,9e9550e6-a601-4633-96a1-20220893ce00,"{""type"":""LineString"",""coordinates"":[[0.79096045,0.89344262],[0.78531073,0.89344262],[0.77966102,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
db40acda-255e-4d7c-828a-e52619f60666,Standard,98a4759c-696b-4c99-b339-cf39ecc76ba7,"{""type"":""LineString"",""coordinates"":[[0.09039548,0.66393443],[0.11864407,0.66393443],[0.14689266,0.66393443]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
702afdf5-0671-4f37-b888-5342fa3474de,Standard,184c0d91-3f4b-4816-a82d-519e4bcd7ee9,"{""type"":""LineString"",""coordinates"":[[0.31073446,0.75409836],[0.25423729,0.75409836],[0.28248588,0.75409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
df3c35c9-4b1b-477b-9722-3162aafc1487,Standard,2424f0ab-9f83-464e-a960-093ab14a2bb5,"{""type"":""LineString"",""coordinates"":[[0.77966102,0.14754098],[0.7740113,0.14754098],[0.78531073,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
31f65061-b502-4249-83c0-47d10513255c,Standard,cadd7ca5-2b70-4bcc-83d0-867df8b6d0a3,"{""type"":""LineString"",""coordinates"":[[0.63841808,0.67213115],[0.6440678,0.67213115],[0.63276836,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
4506a9cb-e391-43f7-ba75-88f376b40cf1,Standard,d7c951cc-2e8f-40d0-b310-03fbdb9b0558,"{""type"":""LineString"",""coordinates"":[[0.88135593,0.25409836],[0.88700565,0.25409836],[0.87570621,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
57ecdb3b-20dd-453d-8333-2961984499b2,Standard,876998db-5326-4257-b2d1-a4722265f51d,"{""type"":""LineString"",""coordinates"":[[0.22033898,0.16803372],[0.22033898,0.14754098],[0.22033898,0.18852459]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
00af0ca8-e5ba-4bcc-93e2-d876e5fe5f2d,Standard,7cfd5184-c217-42b9-be09-7ed413d7a11e,"{""type"":""LineString"",""coordinates"":[[0.77966102,0.96721311],[0.77966102,0.97540984],[0.77966102,0.98360656]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
272469ff-22c6-4f7f-ac31-b4bec6d952af,Standard,8a09b9b8-6c9f-4dc7-a5a5-fe5d22b5809a,"{""type"":""LineString"",""coordinates"":[[0.84745763,0.25409836],[0.84180791,0.25409836],[0.85310734,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
351b1bbd-8daf-427c-a18b-4fa6597db574,Standard,81578256-7c89-4651-8863-31fd206c628c,"{""type"":""LineString"",""coordinates"":[[0.72881356,0.36885246],[0.70621469,0.36885246],[0.72316384,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7f9e41b0-3a43-4107-98e7-e1763ebc0db8,Standard,42828cac-b67e-4d5c-b4fa-787c57f16fde,"{""type"":""LineString"",""coordinates"":[[0.22033898,0.07377049],[0.22033898,0.04098361],[0.12429379,0.04098361],[0.02824859,0.06557377],[0.02824859,0.04098361]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
f0e55d77-f8a0-4f63-b039-013a39f06539,Standard,d59a733b-b7c6-401b-8e38-653e0cb72b5c,"{""type"":""LineString"",""coordinates"":[[0.78531073,0.45901639],[0.78531073,0.44262295],[0.78531073,0.45081967]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
d012e1ac-4919-4b5a-aaec-80cb2c8ef488,Standard,c87706ad-37ff-4419-b4bc-4607d780498e,"{""type"":""LineString"",""coordinates"":[[0.85875706,0.25409836],[0.85310734,0.25409836],[0.86440678,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
a93405e4-5473-437e-97d1-a0ea6a907b09,Standard,7bc8b609-baba-4afe-8cec-866d74e91e43,"{""type"":""LineString"",""coordinates"":[[0.8700565,0.67213115],[0.88135593,0.67213115],[0.87570621,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
00ce0bad-3efa-443d-8eed-968cc3132cf8,Standard,75098182-83b1-40ae-baaf-95f1e1f93250,"{""type"":""LineString"",""coordinates"":[[0.63841808,0.14754098],[0.6440678,0.14754098],[0.64971751,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
8d0a5ac8-10bf-4e3e-afb5-b60f9bf317d9,Standard,0c73890d-adfa-4936-966f-8e527c06bdbe,"{""type"":""LineString"",""coordinates"":[[0.67231638,0.36885246],[0.6779661,0.36885246],[0.68361582,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
14080b5a-f167-4d9f-bd93-c822c069807f,Standard,56603d19-84d5-4c2f-a42c-92777602999a,"{""type"":""LineString"",""coordinates"":[[0.79096045,0.25409836],[0.78531073,0.25409836],[0.79661017,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
24b27c1d-1816-4855-bb80-96ca34ded7c1,Standard,f6c9e202-6548-405e-9969-bc4ae68ef7c1,"{""type"":""LineString"",""coordinates"":[[0.81920904,0.44262295],[0.81355932,0.44262295],[0.8079096,0.44262295]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
e063a648-77d9-43ef-974f-10cbae21da06,Standard,63856192-b60e-48a5-83a3-94422a79e79e,"{""type"":""LineString"",""coordinates"":[[0.75706215,0.36885246],[0.75141243,0.36885246],[0.76271186,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
fad21258-86aa-4a48-a05b-73bbb3ad3dbd,Standard,7263918d-4331-43af-bd10-8c06bd2b8667,"{""type"":""LineString"",""coordinates"":[[0.71186441,0.67213115],[0.72316384,0.67213115],[0.71751412,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
446be4bd-f603-4b51-9387-39cf2aa66b2a,Standard,5763fe56-89a4-4407-ba41-c1a528dd50a0,"{""type"":""LineString"",""coordinates"":[[0.63276836,0.89344262],[0.64971751,0.89344262],[0.65536723,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
00f67881-6f00-41b0-9377-489c08522513,Standard,09fdfecb-1ea0-4b99-a7bd-caad84afe160,"{""type"":""LineString"",""coordinates"":[[0.86440678,0.36885246],[0.85875706,0.36885246],[0.85310734,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
59151ef3-be46-4c4d-a2d4-c6a562a0952d,Standard,a5106b6a-42b2-42d0-b5b3-a4656541abfa,"{""type"":""LineString"",""coordinates"":[[0.75706215,0.25409836],[0.75141243,0.25409836],[0.76271186,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
98611c6a-9f1a-4f18-a95c-2abaf27112db,Standard,b5c255b5-8572-41ce-a273-a01d2a4b4e20,"{""type"":""LineString"",""coordinates"":[[0.83050847,0.04918033],[0.82485876,0.04918033],[0.81920904,0.04918033]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
99d1011b-78cd-420d-bda7-8c45c0eb6ab6,Standard,fd04cc09-6ff8-48ea-a5eb-453e9d59d6d7,"{""type"":""LineString"",""coordinates"":[[0.17513737,0.07377049],[0.13559322,0.07377049],[0.13559322,0.1557377],[0.21468281,0.07377049]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
f6674e18-ba25-4454-9fed-d7864f493e0f,Standard,5d56c97f-e15c-4676-9b1a-fc5d7efb8a24,"{""type"":""LineString"",""coordinates"":[[0.65536723,0.67213115],[0.6440678,0.67213115],[0.64971751,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
93037ae2-ded0-404e-a453-841008d2f285,Standard,22acea8e-cde0-45a4-82e6-ce5241226aac,"{""type"":""LineString"",""coordinates"":[[0.71186441,0.67213115],[0.70621469,0.67213115],[0.70056497,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
020d5d66-68b8-4849-a49d-7ef75c5d660a,Standard,09125a13-324b-4611-a718-5028b390f1ca,"{""type"":""LineString"",""coordinates"":[[0.96045198,0.67213115],[0.98305085,0.91803279],[0.98305085,0.79508197],[0.98305085,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
ba000052-dc52-4f14-9235-1cddc1069e4e,Standard,bdf60fc2-e400-46f6-b873-7a40663106f3,"{""type"":""LineString"",""coordinates"":[[0.89265537,0.04918033],[0.88700565,0.04918033],[0.89830508,0.04918033]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
2591882d-ad68-4e8a-9ec1-370d33dafb29,Standard,7b7ac3b3-877f-4cba-8ad4-6171f2c5b83c,"{""type"":""LineString"",""coordinates"":[[0.91525424,0.36885246],[0.90960452,0.36885246],[0.92090395,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
c7b49d97-2495-4f09-97e7-808764ac8b51,Standard,8c6b2196-6705-45ec-9879-8334924f968c,"{""type"":""LineString"",""coordinates"":[[0.62146893,0.36885246],[0.62711864,0.36885246],[0.61581921,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
0f375bc5-fa36-4b66-ac12-e0db266bf400,Standard,9f57100c-cb04-49b5-a9bd-f0e78f87b18a,"{""type"":""LineString"",""coordinates"":[[0.83050847,0.36885246],[0.83615819,0.36885246],[0.84180791,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7e4b4545-d04e-4eb3-989a-ae75afbaad37,Standard,cc8bc119-79d7-479b-8767-8b108a0ba4a0,"{""type"":""LineString"",""coordinates"":[[0.75141243,0.14754098],[0.74011299,0.14754098],[0.74576271,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
86e07109-4192-46e7-b92a-b5df2ed6a4b0,Standard,96cc155a-9417-4ed9-911a-b06b7981a2fe,"{""type"":""LineString"",""coordinates"":[[0.77966102,1],[0.77966102,0.99180328],[0.77966102,0.98360656]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
79eac61e-e3b2-421a-9716-9940963761f0,Standard,199bc8fc-71a0-4c78-a64d-80a87f0f6b78,"{""type"":""LineString"",""coordinates"":[[0.7740113,0.57377049],[0.75706215,0.57377049],[0.77966102,0.57377049]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
90ad029a-358f-4f05-8a01-62820461dbb2,Standard,814dec01-f6f2-4817-8f83-2e758011b033,"{""type"":""LineString"",""coordinates"":[[0.09039548,0.24590164],[0.06214689,0.27868852],[0.06214689,0.24590164],[0.06214689,0.26229508]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
79edb34f-6eea-4190-a0d4-2664ace2deb8,Standard,8bb29769-404b-4bf6-837e-f9ca1b389bf9,"{""type"":""LineString"",""coordinates"":[[0.17514124,0.06557377],[0.14689266,0.06557377],[0.20338983,0.06557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
676cc51f-74ee-4ff5-bc99-ef52b02c1abb,Standard,7f853fc7-6d3e-4086-82b0-cc93c8257f46,"{""type"":""LineString"",""coordinates"":[[0.93220339,0.36885246],[0.92655367,0.36885246],[0.92090395,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
bb7d1a7a-8dc5-4e59-a8ef-be64bb83f58c,Standard,24537b9f-9cb9-45d1-8bbb-f87e3a948a69,"{""type"":""LineString"",""coordinates"":[[0.85310734,0.67213115],[0.85875706,0.67213115],[0.84745763,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
fb003e5d-a7a2-4da7-916f-94272d001ee5,Standard,f6dfa796-69c1-4deb-8e5d-78d6a29f2b6e,"{""type"":""LineString"",""coordinates"":[[0.96045198,0.25409836],[0.96610169,0.25409836],[0.95480226,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
f9f042d8-0aa6-4194-bc49-8a91adb0faab,Standard,affde1a2-90e8-468f-a0a9-eb024f791857,"{""type"":""LineString"",""coordinates"":[[1,0.04918033],[1,0.22131148],[1,0.39344262],[0.96610169,0.04918033]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
8004803f-5af6-4eb8-be81-78bee4d8f302,Standard,be047b0d-9f7c-413e-bd60-f38b45d5ee80,"{""type"":""LineString"",""coordinates"":[[0.83615819,0.89344262],[0.82485876,0.89344262],[0.83050847,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
4090c3b8-35a0-45ce-aa49-9f37a5ddd55f,Standard,d54fcb7e-d472-4035-aff6-2646ce881931,"{""type"":""LineString"",""coordinates"":[[0.9039548,0.36885246],[0.90960452,0.36885246],[0.89830508,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
35855268-8c8d-4b4d-8f85-5f164a76dd73,Standard,dafff7d5-8ed4-4b2f-bcd3-b6d02472dfea,"{""type"":""LineString"",""coordinates"":[[0.70621469,0.14754098],[0.70056497,0.14754098],[0.69491525,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
d56c9bd7-c160-4b6b-b132-accb5da7fda4,Standard,1a56ec37-3781-4f35-aeec-0d0341c63372,"{""type"":""LineString"",""coordinates"":[[0.69491525,0.25409836],[0.68926554,0.25409836],[0.68361582,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
816a5b4d-dae9-488c-9bed-b5e90fb62c89,Standard,21dc5686-67b6-49dc-b5aa-ecc7f7deb620,"{""type"":""LineString"",""coordinates"":[[0.94350282,0.77868852],[0.93785311,0.77868852],[0.94915254,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
2b5bb969-f38a-4ac9-914a-413db62ac6f0,Standard,f03440ae-d6d8-4f7b-ad5f-bbd280a9d2a6,"{""type"":""LineString"",""coordinates"":[[0.71751412,0.44262295],[0.72881356,0.44262295],[0.72316384,0.44262295]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7c3d59a2-9fbd-4b26-a8f5-19762ff323a5,Standard,0b6f398b-30f3-41f1-9bc2-ec93e91e8f19,"{""type"":""LineString"",""coordinates"":[[0.72881356,0.25409836],[0.72316384,0.25409836],[0.71751412,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7cdd95e3-99fd-4221-83c6-0adb0614fef4,Standard,784bfe2a-8d23-4e74-8b05-b13141611186,"{""type"":""LineString"",""coordinates"":[[0.73446328,0.67213115],[0.74576271,0.67213115],[0.74011299,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
9f0829cb-1a13-482f-b372-ec6dcbbe2cda,Standard,73d786b9-377a-4807-9b70-21c80599a4d8,"{""type"":""LineString"",""coordinates"":[[0.83615819,0.96721311],[0.83615819,0.89344262],[0.83615819,0.93032881]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
ee353ae3-c6e1-4529-9881-ec10d1d7b328,Standard,66651745-4425-4a9a-9a2a-3f2715252cf6,"{""type"":""LineString"",""coordinates"":[[0.17514124,0.66393443],[0.20338983,0.66393443],[0.14689266,0.66393443]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
a8e794de-f56b-438c-af42-b40521bbb236,Standard,de25721a-7ad9-450f-9e89-f483f19bf8a7,"{""type"":""LineString"",""coordinates"":[[0.70621469,0.25409836],[0.71186441,0.25409836],[0.71751412,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
3753f696-3d3c-4153-b4b2-a212393224f3,Standard,2e5bf3d7-11a5-496f-9bd5-bb9d3686a576,"{""type"":""LineString"",""coordinates"":[[0.90960452,0.67213115],[0.9039548,0.67213115],[0.91525424,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7f6d06de-5e2f-4e11-9b80-ab156b6ad570,Standard,62c21e1e-f353-4e48-bca6-8a4da341971e,"{""type"":""LineString"",""coordinates"":[[0.66666667,0.89344262],[0.67231638,0.89344262],[0.6779661,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
3b3b0a7b-f2c4-4035-a97d-b86bc8c4f60e,Standard,2c4fae2c-c565-4111-b535-8488737aa358,"{""type"":""LineString"",""coordinates"":[[0.72881356,0.25409836],[0.74011299,0.25409836],[0.73446328,0.25409836]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
2dd6612a-8f9d-417f-b922-5a2ec2d3acc2,Standard,2497455a-888c-4ac6-aa49-582ab91fd05e,"{""type"":""LineString"",""coordinates"":[[0.77966102,0.96721311],[0.76836158,0.96721311],[0.7740113,0.96721311]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
5e94948f-0707-4691-910a-60a217ab9102,Standard,2887fb2b-fe44-4436-b28e-9f100f8288ac,"{""type"":""LineString"",""coordinates"":[[0.31073446,0.57377049],[0.25423729,0.57377049],[0.28248588,0.57377049]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
1d132dc2-af13-46f5-ab50-167e6d59fb0c,Standard,c23b7659-8e54-410a-b0e9-9eccbe2457dc,"{""type"":""LineString"",""coordinates"":[[0.84745763,0.36885246],[0.84180791,0.36885246],[0.85310734,0.36885246]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
b143bc7f-d331-491b-bc17-b2a5efbd8624,Standard,ab23d369-ff75-41b4-8a25-25ec9c4320aa,"{""type"":""LineString"",""coordinates"":[[0.77966102,0.67213115],[0.76836158,0.67213115],[0.7740113,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
e52aa402-4f9f-4b5f-8220-f3d4848d67ac,Standard,0c04a652-1076-4b59-a957-652790b4c963,"{""type"":""LineString"",""coordinates"":[[0.78531073,0.45901639],[0.78531073,0.47540984],[0.78531073,0.46721311]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
0a19a747-608b-47ae-afee-68ce774e8a89,Standard,971288e4-038b-49d5-8df0-b2a7fdc0e17c,"{""type"":""LineString"",""coordinates"":[[0.22033898,0.13114754],[0.22033898,0.14754098],[0.22033898,0.1147541]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
3427affb-2a2c-4fb5-a5e3-96141a5bc9f1,Standard,b302dc76-9715-45b6-b6ef-8da630acd168,"{""type"":""LineString"",""coordinates"":[[0.73446328,0.77868852],[0.74576271,0.77868852],[0.74011299,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
7e3b0ff3-5e08-407d-b36c-2077c16a8039,Standard,26d976e2-5245-4174-abcc-7e67e03d6352,"{""type"":""LineString"",""coordinates"":[[0.83050847,0.67213115],[0.83615819,0.67213115],[0.82485876,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
6648b930-5922-4929-ba68-61da0122ebf2,Standard,ab7c6c3c-3b7f-4475-8cad-27657bc148c6,"{""type"":""LineString"",""coordinates"":[[0.95480226,0.77868852],[0.96045198,0.77868852],[0.94915254,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
8b60a817-a4d6-4051-9410-cab3ab26ce00,Standard,2cbfd089-e602-4f64-8a5b-86a6ecc56d32,"{""type"":""LineString"",""coordinates"":[[0.15819209,0.0942623],[0.15819209,0.07377049],[0.15819209,0.1147541]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
135be5b3-e2f0-4b70-b71f-a2369e57bc15,Standard,ec21c844-ca32-4f95-b6f3-dd8c56128f66,"{""type"":""LineString"",""coordinates"":[[0.88135593,0.14754098],[0.88700565,0.14754098],[0.87570621,0.14754098]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
abe20917-26ae-41ba-8373-916d8cfe6497,Standard,03b3d5c7-cb42-45d7-a5b7-b44c60ad5268,"{""type"":""LineString"",""coordinates"":[[0.0960452,0.07377049],[0.0960452,0.0942623],[0.0960452,0.1147541]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
0fa23de1-db57-4f60-bea0-01ea1bab1da4,Standard,82e01986-321d-4f21-8453-60220f97bbb1,"{""type"":""LineString"",""coordinates"":[[0.89265537,0.89344262],[0.88700565,0.89344262],[0.88135593,0.89344262]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
077f10b2-79fe-4ae4-a86e-77423668cf1a,Standard,e50ba18f-8019-4824-b835-cc33c70b0196,"{""type"":""LineString"",""coordinates"":[[0.92655367,0.77868852],[0.93785311,0.77868852],[0.93220339,0.77868852]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
f2ebf446-7c65-464d-96ba-5d5c3249b78d,Standard,10d957bc-fb58-4a8f-8fd2-96a0b129eb02,"{""type"":""LineString"",""coordinates"":[[0.68926554,0.67213115],[0.69491525,0.67213115],[0.70056497,0.67213115]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
b6211854-7f10-4f8b-ab3e-f4e32cbe01c8,Standard,f93f5e08-f351-4b2b-8cb0-9ec01203c1b9,"{""type"":""LineString"",""coordinates"":[[0.83615819,0.96721311],[0.83050847,0.96721311],[0.82485876,0.96721311]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
8ae601e8-3dcf-497e-a258-d8ac976e95e8,Standard,106f03b3-b84e-4d36-ab09-13b3dc3403e7,"{""type"":""LineString"",""coordinates"":[[0.20338983,0.1557377],[0.25423729,0.1557377],[0.22881291,0.1557377]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}"
