uuid,v_ang,v_mag,id,node,operates_from,operates_until,operator,p,q
6fec7147-dfe5-406b-8c1c-9c86df3ce5f8,false,false,regulate_transformers,cdda8fa5-9a18-4f3e-951d-1ec0009191b4,,,,false,false
6e87b079-c050-46ef-85ca-0b96300dc0ff,false,false,regulate_transformers,d7023c15-adb7-4d56-9f86-b182611a47ef,,,,false,false
dfe60951-b826-4ac5-8ddd-9e5a1ef34ad9,false,false,regulate_transformers,8b3e3802-5213-46d0-a498-15eb6e5852b5,,,,false,false
cb457762-d0ba-4114-9708-d6c8ae4f881c,false,false,regulate_transformers,fc7821d2-ac64-483e-b520-38d9971f4db0,,,,false,false
70605687-5655-44df-accb-7e070fc94958,false,false,regulate_transformers,9b509c7d-4647-40fd-b03e-7ab919215cc6,,,,false,false
4d2dac3e-3fda-4fea-a52c-4e481042517e,false,false,regulate_transformers,39112046-8953-4e73-a5d9-6a8183a77436,,,,false,false
b4b30c31-25a7-4676-9422-e536ab638ce0,false,false,regulate_transformers,012c9eee-86c2-494c-adcc-bbfc481e4a46,,,,false,false
4560a99d-93e2-4a7d-8bd1-9fa77bad422f,false,false,regulate_transformers,732f83b0-b9c5-4b8e-86fe-753c26f40e78,,,,false,false
0ac270da-16cf-48c9-b114-f2b6174e7c8f,false,false,regulate_transformers,de5ee252-ebb6-42b0-875c-77ae557ffbf6,,,,false,false
abdbf7ea-07f0-49e6-bc36-b5081ebaa430,false,false,regulate_transformers,7546df1d-8a62-4650-bf2e-d1e441b38d70,,,,false,false
16f15999-3cd5-4181-af2d-f9bc45a8bed5,false,false,regulate_transformers,8f422111-67d7-42f0-9f80-fbd0ec64c4fc,,,,false,false
5ef3ee7c-67eb-4951-93df-0a3679b41528,false,false,regulate_transformers,41414318-73e3-4bdc-8147-570a96b28d37,,,,false,false
63013b94-1300-4a19-b55d-df71ddd61665,false,false,regulate_transformers,dd9d4153-c56f-4457-ad5e-46a48d4486b6,,,,false,false
c4a2e8d2-fe14-4f45-a72e-3e1293ae6a90,false,false,regulate_transformers,535843a3-cf93-412f-b4d7-585337791ba8,,,,false,false
29415047-fba9-400a-b110-a8e256de127f,false,false,regulate_transformers,787237ad-b3a8-4f2c-ab70-31c5113d82d7,,,,false,false
1d7dc2a9-8e66-4a7b-8f97-9a5ba374b08b,false,false,regulate_transformers,e80aa2db-f32c-410d-96a1-a32e03222568,,,,false,false
d30f0801-baf4-4266-b248-f922e141bf23,false,false,regulate_transformers,69f7846e-d979-4c77-8a3b-e2ec2e1f6e76,,,,false,false
52075952-9625-4fc4-a452-37592fa69884,false,false,regulate_transformers,85ea3976-1779-4d46-bd6f-dfd36427ebdf,,,,false,false
0b3d6a9f-7ddf-4dc1-96a3-5265c66e9401,false,false,regulate_transformers,5862f526-783a-4218-a463-3cbf5de8dade,,,,false,false
16a71cd9-5620-4f17-9385-d7ecc986fead,false,false,regulate_transformers,5981fe65-3c92-4a78-af92-1461904046d0,,,,false,false
41a4c501-2af5-495c-9cea-f0ccb0b900b8,false,false,regulate_transformers,8b92ad35-8b0a-49b9-9f66-f42ddfeb9c65,,,,false,false
c687695d-a2e1-4556-867f-d8ea1749ed0e,false,false,regulate_transformers,e4c8b492-965c-4b5a-8d14-e8ff2c027ce9,,,,false,false
750c1809-a8d3-4a64-a6d6-3f7b92ab6482,false,false,regulate_transformers,32bd37df-255b-4eb2-9d16-5b711132eee6,,,,false,false
28ba14c0-973a-4915-9b27-b91c8cba88ce,false,false,regulate_transformers,9f95c733-71e2-4bf0-a27a-70144518ea2c,,,,false,false
9d3c53bc-890b-44ca-bdbc-42274d6da588,false,false,regulate_transformers,154e9a99-467b-4f65-9928-8ebb14149baa,,,,false,false
80c61f4a-d979-45c2-a61a-99fe4bd5269d,false,false,regulate_transformers,270c7266-45dc-4e45-829f-c04f6b631cad,,,,false,false
7cfe9ccc-8a1c-4c1b-a2da-5e7d5e08a8b6,false,false,regulate_transformers,f2d03b34-9595-4819-a00b-ff9ddd92eb07,,,,false,false
e0ac0b90-c970-41fc-bbee-3f2934314373,false,false,regulate_transformers,b9a28095-68f7-44c1-9ccc-6efc5ea84c59,,,,false,false
e96678f2-1fc8-48e3-b711-f9c32fbe3d4f,false,false,regulate_transformers,4632291f-80d7-4e4a-9dc9-5c0fd0c56312,,,,false,false
1ce30e16-517c-463f-9587-3489ebdeda96,false,false,regulate_transformers,1f040625-ad1d-409f-bd7e-944c4d805e46,,,,false,false
9072f447-1357-4452-8c5b-f14f1d94a6ab,false,false,regulate_transformers,14a8dc4c-0906-402f-b073-6d6d4725d0cb,,,,false,false
be4041de-b1c4-405d-a3a6-aa83b26387a2,false,false,regulate_transformers,5d1cce49-e000-4a33-a0ea-f3685f8cc5a3,,,,false,false
aa85ca17-6ced-4b2b-9b89-384392b2f640,false,false,regulate_transformers,5fe9c522-37d0-48f8-b3b8-e91b956e39f6,,,,false,false
c1bea365-82ad-42fc-b0a0-a214ed3075c2,false,false,regulate_transformers,69aeb4a6-1c4b-4953-bad9-54fc0c7e495b,,,,false,false
f252836a-4cbe-464d-8943-e5709e4fb32f,false,false,regulate_transformers,7125de08-1d28-409a-8b23-023a0294def5,,,,false,false
a160c82e-c2a6-45fd-9c93-34cff9f26d8a,false,false,regulate_transformers,a12b9ded-0c19-48c2-ac19-7a3a9b7e26da,,,,false,false
06ad2cb3-4264-4eb6-84c1-330c3ef9f438,false,false,regulate_transformers,e3c3c6a3-c383-4dbb-9b3f-a14125615386,,,,false,false
909ed568-3c4c-4f89-b122-7132198eef53,false,false,regulate_transformers,df97c0d1-379b-417a-a473-8e7fe37da99d,,,,false,false
471d0d48-3387-4f82-b21f-a2519a6ae7db,false,true,regulate_transformers,00d03670-7833-47ee-ad52-04d18d1c64fd,,,,false,false
09c64d71-b499-42c5-bcf5-8fdc0d8125a1,false,false,regulate_transformers,d53ff076-dadd-44f8-85d4-68f48991f7d0,,,,false,false
c6d58ece-f39c-4b53-b827-28b3ebb62e52,false,false,regulate_transformers,14ae9865-cb9b-4518-9f2a-c0fda3455a42,,,,false,false
21923b6b-2ef3-4422-8b6a-7ed3a3868467,false,false,regulate_transformers,f66df6fa-3dfa-4515-85d7-54d0f429fde7,,,,false,false
07228d6d-2bed-43a1-9e63-f67e47fef0e9,false,false,regulate_transformers,ffcaf979-d707-4d25-8f46-f436f9792d7f,,,,false,false
ed91e37f-98e5-4acd-9372-c369ea722a4a,false,false,regulate_transformers,bd8c7d3d-e830-4a46-bf78-0086ce24909f,,,,false,false
a715c2af-7f78-4b29-a55e-d3de02221a3c,false,false,regulate_transformers,92301422-94ae-48ab-89c7-a69eea9450b2,,,,false,false
bb2c7640-f0f1-477c-bf95-881402db5d15,false,false,regulate_transformers,daed3552-e382-4153-95be-97f17e2c53e5,,,,false,false
1e8e57d3-ab9c-4498-8b33-edf2fbf1cc9b,false,false,regulate_transformers,d8c35123-b389-4199-84f9-d417d24bb78d,,,,false,false
d7819a9a-118e-43fe-8f1e-6aaa1feca139,false,false,regulate_transformers,f1e55c8b-357f-45a7-9d57-e299f9b207f3,,,,false,false
19e52c75-8dd5-457e-901e-69bb128b4a6e,false,false,regulate_transformers,49dcfc70-76ca-4f6f-83f7-0bc2aab1ae34,,,,false,false
1391b933-d2d9-4196-ad5c-78d476b9d2fe,false,false,regulate_transformers,b37ea333-65e1-4211-8449-993b67e8e0e2,,,,false,false
e78fa130-e2a5-4dc9-9939-9a6f0d6b3fbf,false,false,regulate_transformers,196fe620-d4a7-45f9-93ad-0579e2bcbb9a,,,,false,false
1b3db287-eefa-4585-8575-e031b5705aa7,false,false,regulate_transformers,da79c960-d35a-4193-9b06-2d4d57051706,,,,false,false
085b84bc-3132-4c6c-a2d8-7969f7e5d1fe,false,false,regulate_transformers,86af5351-87ef-49c6-bd17-673dceecee5b,,,,false,false
4f4f439f-7508-4a06-97fc-f396a740b2a4,false,false,regulate_transformers,4f28e734-5148-4caf-ac64-270231740cbf,,,,false,false
4e19f276-13c1-4c7e-868b-9251917b8687,false,false,regulate_transformers,94713e6c-c47e-422c-8ab3-2a2903b7dcd2,,,,false,false
9a71fbdd-b20f-4a95-83fc-c0188de60f6c,false,false,regulate_transformers,4f78fe6d-3cb2-4d99-8c67-4f14cb626813,,,,false,false
0ea53d4d-370c-4e33-b568-5131c0c5fcf9,false,false,regulate_transformers,17f7a477-d9c7-4f58-8ba0-1a2694dcc874,,,,false,false
d642d999-be25-414e-9bf6-200ceeb013b4,false,false,regulate_transformers,bd288184-99d8-4233-bb3d-484f3922200a,,,,false,false
5cedd965-43a3-4331-89d9-cdc1f31ad6b7,false,false,regulate_transformers,8f2ba96f-a47a-46d3-b5a1-d19de0a32419,,,,false,false
e44759a5-8da8-48f0-bec7-1236403307b9,false,false,regulate_transformers,e0a6c8e9-7d1f-4965-98b9-e543bacb6b83,,,,false,false
56dea707-5a90-45d1-89c0-928e63d804da,false,false,regulate_transformers,3b879239-20c8-4adf-bd51-92924327ee71,,,,false,false
8a7d07dd-41b8-4ddc-b476-642e5b210d76,false,false,regulate_transformers,9f7599de-c488-46c5-b053-1279a511f7b9,,,,false,false
7873c2ea-9478-468e-9ff3-0244983f9a5d,false,false,regulate_transformers,b425b28e-48a8-4ec4-a15a-387fcfb79895,,,,false,false
4fc2d6f9-9823-4e0a-8161-6158f5533f4d,false,false,regulate_transformers,b22c9299-5fb4-46a7-b566-fc17e0d51d60,,,,false,false
eb878b9a-41ed-4077-a39b-e8e8dad68528,false,false,regulate_transformers,7d44fe44-8c85-4b61-9d5c-0c4304e47ba8,,,,false,false
2caf5fdf-2b26-408c-a26a-a0f4b133d723,false,false,regulate_transformers,011e3794-3341-4376-839c-3f5a452e15ab,,,,false,false
3836660f-f198-436d-a746-1fcf7438e22d,false,false,regulate_transformers,00bbc353-d47e-4865-a696-fe5d29b9e6a2,,,,false,false
87eadfed-e098-4559-9c00-3190832b6374,false,false,regulate_transformers,773aebe4-fc03-46be-8209-0213e2760a8e,,,,false,false
7686b818-a0ba-465c-8e4e-f7d3c4e171fc,false,true,regulate_transformers,bb59ca46-1f2e-41c9-9723-90b306f043cd,,,,false,false
1eca3f1a-3cca-4486-89c5-879ccbff465a,false,false,regulate_transformers,2aa2d409-8bb2-477d-ac7a-6439552e136a,,,,false,false
168605df-08b7-46f6-9535-57042b317a7f,false,false,regulate_transformers,4258f215-5b22-446f-a260-e8cdaa7c95d1,,,,false,false
dec72781-e950-40e4-ad1a-500dd529a888,false,false,regulate_transformers,535b3fa4-ed67-4ab1-9a68-e7db83e05967,,,,false,false
58795c71-6a49-42b3-a35d-9bed906fa7a3,false,false,regulate_transformers,636dec7c-4242-46e8-b7ae-db7e5a28c39c,,,,false,false
107416b3-3708-43fc-bdc4-dfa1e508d6b8,false,false,regulate_transformers,1dee13af-e638-4858-9c69-0069190cd577,,,,false,false
958afd26-72a1-4015-a4d4-d3da376a3ce2,false,false,regulate_transformers,970cf93c-36c5-4938-a7e4-3f184a7035f0,,,,false,false
ab4ce2f7-0f2c-4233-876d-4f023d99d61c,false,false,regulate_transformers,22e58399-428f-4633-9ee4-e5fa0db68d6d,,,,false,false
4acb33fe-2960-4974-8448-c40f98606f35,false,false,regulate_transformers,1ee9de9a-0095-4b58-beeb-e56fb908844a,,,,false,false
df9be774-fd48-49eb-8011-3f436d86451b,false,false,regulate_transformers,e05c68b1-11cd-43fd-a4b2-31e4db380c78,,,,false,false
e1956e5e-cbab-4203-b760-bda0449a9d51,false,false,regulate_transformers,155bb2dc-0121-413e-ab42-67c2ed5ce6ea,,,,false,false
24c529c9-09b5-4fd3-ba12-53b3634c78c4,false,false,regulate_transformers,dc022eec-16b0-4a64-a2f5-498d81aca71e,,,,false,false
e29a056b-ea0e-4e31-96b9-9c3fdadb7b65,false,false,regulate_transformers,80d8252b-045f-471a-9638-416ed3f86120,,,,false,false
4ebd7b4e-072d-4f0f-a70a-84e415256e77,false,false,regulate_transformers,5e213f42-d93e-45c5-a295-adbe09105746,,,,false,false
7aa80fd8-b9f2-446d-818c-3ff0e31e378f,false,true,regulate_transformers,77fc154f-f41c-4e75-bbb1-b7fca68b2f4e,,,,false,false
2d34f617-a32c-4a6f-9182-f7872cbc0677,false,false,regulate_transformers,519ace7e-fd3f-4797-b14b-36c1694b00cd,,,,false,false
e7fa841e-7284-4e1f-906e-a000bdaba14c,false,false,regulate_transformers,9baae5ff-40e3-48cb-9ddf-de6d1c133e13,,,,false,false
9eebac95-db38-4e2e-9976-2d00fefd9f6f,false,false,regulate_transformers,67af7db0-0fd8-4657-bb4f-43a2141b9f73,,,,false,false
ae9dc47d-d3e3-404a-a128-15fd69200357,false,false,regulate_transformers,67c1746c-3af8-403f-983e-1c7c047383df,,,,false,false
101440d9-44ec-4f54-87c2-01739d1819c0,false,false,regulate_transformers,ead38a50-b8f7-4bbb-b65d-f54350825e8e,,,,false,false
923f2d69-3093-4198-86e4-13d2d1c220f8,false,true,regulate_transformers,31a2b9bf-e785-4475-aa44-1c34646e8c79,,,,false,false
5ac1dfa5-693c-4ee4-9b2e-235dc8ccf7df,false,false,regulate_transformers,95ced3b5-69fd-4171-9c34-f18802064e22,,,,false,false
504b1cf1-0690-4cdb-b659-13bd451467d0,false,false,regulate_transformers,f6eff0d1-af6b-46ce-b430-4d30976ec08f,,,,false,false
a2ef290c-08df-4f25-902f-41b603d95d8f,false,false,regulate_transformers,98072ded-726f-4f0b-8bbc-4fb6d5086a7b,,,,false,false
adb1c67d-56e6-4860-9e39-b427af5ae617,false,false,regulate_transformers,41c0087f-ce27-4da3-97d2-92d711b639b4,,,,false,false
48a65e25-d6d1-4fcc-9c5e-c545baa126d3,false,false,regulate_transformers,462ca5a4-7ac1-4dbe-a1cf-0bb6b9b9b717,,,,false,false
bb6b8889-39b0-4785-9695-4703e776d870,false,false,regulate_transformers,a5c73608-5a85-495d-bea0-df77b6ce66ea,,,,false,false
f038ad3f-a8cd-48bb-b0dd-3b4a2a7b8442,false,false,regulate_transformers,6678c226-c5d2-4ce3-9728-dc1163be799f,,,,false,false
8459745b-4616-4c44-96dd-9e6b1d3623a9,false,false,regulate_transformers,60173008-809d-4d8f-b06a-3c4a838dd989,,,,false,false
2490fc85-e702-4e33-80b7-6db5e9c44388,false,false,regulate_transformers,b7a5be0d-2662-41b2-99c6-3b8121a75e9e,,,,false,false
739fc1a2-0c22-4fcb-81e0-1f3941cbb285,false,false,regulate_transformers,a286f73a-20ee-4056-8129-c7963b34ecd9,,,,false,false
43139d5b-1ced-48d6-af24-94df5ca57ebb,false,false,regulate_transformers,4dd439ed-7cc3-45b4-a2ca-ae615b97a23c,,,,false,false
2fca54c5-687f-4f22-9fa5-0eb368c922c7,false,false,regulate_transformers,9d7038e9-5bcc-4676-bead-46c4f1291ba8,,,,false,false
d2ca6aed-a966-4bec-a01d-5ea0b95dcf88,false,false,regulate_transformers,d2aff632-fc26-4595-931c-92e266247ac8,,,,false,false
58c4e7bb-0755-434a-bdbf-9062fae8ddee,false,false,regulate_transformers,450426ac-a560-4d17-b1fc-9e169530a655,,,,false,false
99b75455-54b3-40a0-a1af-83a79ac6ffd1,false,false,regulate_transformers,e2267696-669b-48e8-b43a-37d0db95011d,,,,false,false
e5cf9e99-b2d3-4587-8846-fba4cf5d27b8,false,false,regulate_transformers,4303784e-7193-454a-9be4-3591400b4eeb,,,,false,false
1c2669ca-4dd5-4144-bb73-f3cef3452284,false,false,regulate_transformers,810bebb0-0d5c-4899-b213-3207be661248,,,,false,false
74fa5103-0fef-4ad7-9ba6-d6ec255b8662,false,false,regulate_transformers,904c7476-5f16-4ec2-9138-7d5e32d38a3b,,,,false,false
6b7055bc-6daa-4c57-b74d-6beb5cb2f08f,false,false,regulate_transformers,d5b861a6-2a5b-4dec-a66e-adbfc6d62873,,,,false,false
2f64a8c2-57f3-4156-ad0d-19c8492a0050,false,false,regulate_transformers,792b505c-87ab-4665-a31d-b6035c5ece70,,,,false,false
d6686041-182c-460f-bffd-7471523732e2,false,false,regulate_transformers,3ec2f2a0-36a3-4d11-88ee-cc4df001e876,,,,false,false
e95dd056-e40f-48db-8554-baa369945467,false,false,regulate_transformers,06b7f21a-d6d7-4ec0-94c6-141845f14986,,,,false,false
64347128-defb-4643-83dc-40158b42fd7f,false,false,regulate_transformers,5dfd45b8-48e7-42fd-ac53-cc57455486b5,,,,false,false
6342ea88-5679-4459-891c-fe7a1f755208,false,false,regulate_transformers,c72a08bc-4685-49b1-b8ef-803aebc8c388,,,,false,false
87d6d17a-5aa3-4746-8c52-478f6e21fa50,false,false,regulate_transformers,49e14db3-a4bc-464a-b606-653ac8a604dd,,,,false,false
9802753d-062a-4b6e-8de7-e5fe7b123870,false,false,regulate_transformers,9d10a92f-576d-4777-99ff-59d145924fea,,,,false,false
5f164f6e-5744-4466-abd7-c7f0f17f399b,false,false,regulate_transformers,9b889b73-c108-4b38-b6eb-3377841e0c83,,,,false,false
05bebe8d-34ab-4bf6-ba9c-d6056a583075,false,false,regulate_transformers,926d6113-933f-49e3-9529-a3035acdc9b2,,,,false,false
ea45c1fa-f734-4907-8239-4129050e5bc0,false,false,regulate_transformers,36dccefc-f04c-493f-bb88-11343583bf9f,,,,false,false
6d2fe65b-95b7-4767-8264-3fa25cc139f6,false,false,regulate_transformers,b179c38b-5af0-4304-84b1-1dc03314fd80,,,,false,false
c74609bf-c070-4e5a-98bd-0c0acdc2e4fe,false,false,regulate_transformers,285a4caa-2da8-4bd2-8a60-7d04f168f378,,,,false,false
25fb109f-55b5-4d72-acc7-29023f51e695,false,false,regulate_transformers,6dcdc87b-a719-416f-9da1-21a701048f3a,,,,false,false
65fc15a0-ee49-443f-a9c1-1368de89db3e,false,false,regulate_transformers,de756ddb-793d-4b2d-959c-59d938a8f61f,,,,false,false
2383eaed-0113-4a6d-af2f-ca749ef41841,false,true,regulate_transformers,d29f66a1-dee9-4e3e-9f41-c4bc8d375bbe,,,,false,false
8d45dfe7-5498-432c-b4c6-ab059b4c7180,false,false,regulate_transformers,3e21f3a1-2c9c-4138-bcc9-466b004609ed,,,,false,false
1b475922-4d80-45dc-bde5-b47a481c78bc,false,false,regulate_transformers,8f80e777-ccbd-4630-b10e-238e824113fd,,,,false,false
