uuid,v_ang,v_mag,id,node,operates_from,operates_until,operator,p,q
55d6627a-69e9-4f87-981a-335a6810a3ff,false,false,regulate_transformers,fd3b7bb8-3976-4441-9211-745243afd80f,,,,false,false
c73760de-117a-436d-a700-578911806184,false,false,regulate_transformers,3f63be7c-7f1a-4e7e-87ee-90ada222f64a,,,,false,false
77f8104c-d4ac-4ece-b697-63b6e9736a07,false,false,regulate_transformers,0c266541-6235-4d01-8258-e763c58af6c7,,,,false,false
e03f6067-12c1-4b07-aa8a-1203bd9dc743,false,false,regulate_transformers,867c4b4d-0f38-4f28-82ce-135f2cc63808,,,,false,false
7bad376d-44fd-40e0-92fd-e2bc1be63384,false,false,regulate_transformers,369cffa5-bcee-4489-8193-1d9b10230eca,,,,false,false
9ee8efa2-77c9-409a-8f3a-b15893c0702d,false,false,regulate_transformers,543f7e9f-b9be-486b-b365-2bae79010758,,,,false,false
e6826e1c-9ec6-49a2-ba16-ac1c35deafab,false,false,regulate_transformers,21359dd1-7a23-4932-b656-c196fbffe751,,,,false,false
b8cf30b6-093e-4f23-a87d-531a03e6960f,false,false,regulate_transformers,f1e88392-3b2a-4ce8-a31f-c963f08f8043,,,,false,false
3cedc328-b1ad-4d0e-8ca7-296cfd0e5e37,false,false,regulate_transformers,2287c2a8-c2d0-4c63-80b5-6b66a1288df8,,,,false,false
a0e99231-f252-4cdf-bda2-c53fbe4bdfda,false,false,regulate_transformers,366a70fb-8d7f-4201-9eca-0fcbc839239d,,,,false,false
435f9ee7-09fe-478a-88e8-d5a1e28b5f39,false,false,regulate_transformers,92cb5065-2e57-4099-8e29-75cbc0c80370,,,,false,false
b74c75f6-4997-44d5-9c5a-80d6626ccd00,false,false,regulate_transformers,0228ffcd-f6bc-47c8-b26c-fcc0abacd963,,,,false,false
cd2234fa-4aca-481a-a7ab-995a62740f05,false,false,regulate_transformers,bf7e7268-2fb6-4948-ace6-9037ae148fa3,,,,false,false
79d76ba1-7704-474d-839f-d89e9c9fd2dd,false,false,regulate_transformers,fa6d5184-b205-4b1b-839f-7b21ac956c29,,,,false,false
bdcf677d-0077-4cbf-b164-bf4e080e2c1c,false,false,regulate_transformers,2f921888-36d3-4c88-a8aa-1ecbdc62b9c4,,,,false,false
1c7c1e89-47cf-4379-a0f7-a50693f08061,false,false,regulate_transformers,205fcee1-928c-4374-950c-34575f07fa49,,,,false,false
22d7c8cf-cb1d-4059-a974-25119f8bde1d,false,false,regulate_transformers,3a2f199c-2966-4b9a-939b-3a6c9924341c,,,,false,false
5dbd05be-90f0-4b9e-b919-a6aefe03e17b,false,false,regulate_transformers,f5ae3279-fe21-4bb7-849a-eaacb0546b0e,,,,false,false
ca3091f3-db57-472e-8e29-94053c9570aa,false,true,regulate_transformers,f5839ade-5968-4879-a824-90b5fb3552cd,,,,false,false
cd51000f-ae27-4110-969b-f4f56c629a19,false,false,regulate_transformers,55b3d03f-2204-4ab3-84cc-a28476868c9d,,,,false,false
aad24aed-07b8-49e4-abe3-ece2f8c315fb,false,false,regulate_transformers,2fe5100e-d4e8-4bc4-9c7c-bcc0fc56f518,,,,false,false
cc2c069b-e2b6-421a-b5f7-57a8ecc4e502,false,false,regulate_transformers,8a50fb37-81cf-47c9-8850-a12b4391e2e7,,,,false,false
d7001bc1-3bde-4bd4-bdda-36225b3793db,false,false,regulate_transformers,b32c5f5e-b6b8-41ed-a192-078e1aed05ac,,,,false,false
d2697fa8-923f-4607-ad1a-8eb03b1a896c,false,false,regulate_transformers,b608d71e-3ede-4156-a015-3f6e1d22242a,,,,false,false
b306276b-e7e0-4712-9577-198e7fcd8d26,false,false,regulate_transformers,898d8295-bf35-4079-9374-99b059c2c956,,,,false,false
2948794c-e091-4d92-b6a6-71240befd1a8,false,false,regulate_transformers,bdf97a4d-622c-4251-8183-8b1a696f376e,,,,false,false
eafef299-2cd3-4d63-815a-cee11beaf21d,false,false,regulate_transformers,50164699-2018-4b17-b3f1-74b082f27403,,,,false,false
def7fad7-c3a5-43d0-93b0-898e74192eff,false,false,regulate_transformers,f6272655-bd7e-4d2d-8bdd-285f3ac0d3e8,,,,false,false
bfdd51e4-81a5-4d08-8037-ad54e62e7a5c,false,false,regulate_transformers,a4a44d93-48d6-4b87-8053-87fe0778e75c,,,,false,false
fba158e0-29b5-4429-8d0f-8bb467bea5b1,false,false,regulate_transformers,f26b5511-3c50-42d5-97c2-be408330eb84,,,,false,false
2d228c9c-76e6-44c2-9ac4-e64f85e15a42,false,false,regulate_transformers,f8dd541b-4a4d-417e-89ff-a9650ee3aac2,,,,false,false
6ae70465-296b-4aad-b23a-2963a65b9ed7,false,false,regulate_transformers,9aaf57c4-cc5c-4a01-8c2c-72bc7e231cc9,,,,false,false
50a1e8d3-7e46-4ece-b664-5d07e09ab13f,false,false,regulate_transformers,86dfce49-05b2-4208-a6ae-877c3e98e6be,,,,false,false
82c431f7-c49a-4c2d-bc22-13da70d84e52,false,false,regulate_transformers,2a816043-d1d2-44a6-8a9b-f61a4933997b,,,,false,false
fff27c18-a5e8-4950-b0ff-e4f445671845,false,true,regulate_transformers,2d4beb13-8e6c-46de-9b1c-409c7ca7573a,,,,false,false
f773caf3-3315-4fc7-a5e2-ab39761681cf,false,false,regulate_transformers,ce71377d-63ea-462a-9290-67e51946a098,,,,false,false
44ffe2cf-b23b-417c-b3db-9b62020e9e0c,false,false,regulate_transformers,75f2dfb9-75a0-496d-9c44-79e7df54c1df,,,,false,false
44f8915c-8c14-4900-b468-b7a77a6485f9,false,false,regulate_transformers,fd534474-cd65-47aa-8005-dc50d17d6920,,,,false,false
2b84f8fb-9693-45fd-90ba-a644061fbafc,false,false,regulate_transformers,416fa5eb-2f72-46c3-978f-6a0ebb714a40,,,,false,false
89f53805-810d-4c3b-9697-5bf56f3997f9,false,false,regulate_transformers,a7ebd30b-b843-405f-9fae-ca6b489601f9,,,,false,false
6fce766f-5bb4-4d5f-8b2b-8b451c7e04d2,false,false,regulate_transformers,3e4cce4a-6e85-4ec2-b3ea-08673a0ada15,,,,false,false
21e66d24-07be-4bd1-9650-f34a7e246934,false,false,regulate_transformers,52e15712-2572-442a-b22c-add48af95115,,,,false,false
adff9795-8842-4f67-827c-c59ded8ca641,false,false,regulate_transformers,c6c177b0-5004-4db0-8cde-6293330a4757,,,,false,false
468eed00-b560-460d-bb98-078355afd3f1,false,false,regulate_transformers,81cd3f38-867b-4a71-ba22-cb33834e0e58,,,,false,false
935783c6-e8f3-4903-924f-23b8a6c67d65,false,false,regulate_transformers,ca3391eb-ca94-4945-ac72-e116f396f82c,,,,false,false
84dd04cd-abea-4743-8498-0abdbedebd03,false,false,regulate_transformers,fd4f6232-c28d-4fc3-81dd-03b84aad695e,,,,false,false
90dbeebf-da14-4086-9b55-e0c06b985c4f,false,false,regulate_transformers,04f29760-9e52-4943-8563-62e1fbd5ed52,,,,false,false
4f8eb822-a329-4ab9-a80b-934329ec22a0,false,false,regulate_transformers,09ac8949-2b79-41d7-b56f-a58f20036df2,,,,false,false
ad8fe901-76db-4e7c-9bbb-73291439acf5,false,false,regulate_transformers,9502fd3e-c00f-48fa-8b56-c72d21f80f3c,,,,false,false
eaadb678-2871-468c-8cce-5ab5ede78d24,false,false,regulate_transformers,bd292f64-65e8-42ec-9b78-b9b9f013750e,,,,false,false
abf7ee46-a259-4df9-851e-cc519026d38a,false,false,regulate_transformers,cbcfc3b6-ac90-4215-975c-a033f5cf9912,,,,false,false
4f5ff4aa-c4de-4e0a-9ee5-1b617e5c6ef4,false,false,regulate_transformers,34cd8ee0-e607-4c47-89a7-121c3e32768a,,,,false,false
85e58734-028e-4ab2-adb7-26809bfaf1ed,false,false,regulate_transformers,401f37f8-6f2c-4564-bc78-6736cb9cbf8d,,,,false,false
6d87e69c-c914-4611-82a3-ae1ae3c11cd4,false,false,regulate_transformers,e018b95e-fca5-40f7-8550-b05a619169dc,,,,false,false
2cc3b9e9-3f7d-4a08-8f06-0e2ddcb65b46,false,false,regulate_transformers,b5548457-5923-4d52-b3c9-fdb75a1df98e,,,,false,false
999a25c8-c7c5-4974-9878-87e21a26509f,false,false,regulate_transformers,616da4e5-e837-44ec-bbbc-0cd12b5da8f7,,,,false,false
76f8692d-38fc-45c3-906b-c63cb35a8b64,false,false,regulate_transformers,df8df8d2-3494-4da9-8d1b-f913d15f520f,,,,false,false
b9037158-f27b-44da-811f-a6cc8fd3bbf5,false,false,regulate_transformers,40b0f497-96a3-49d9-9503-8fa67a5b532a,,,,false,false
826220a5-49bc-4f97-96c6-6c6885741c11,false,false,regulate_transformers,ed4697fd-016c-40c2-a66b-e793878dadea,,,,false,false
ef252d44-269d-450d-b950-1a9583f707f8,false,false,regulate_transformers,40537c84-c812-4231-bd23-0ba81922e937,,,,false,false
085776f7-ad53-4574-a871-acfa6192c3a1,false,false,regulate_transformers,1396cb4c-cee7-4116-97c9-290f98785719,,,,false,false
ddb09433-1cf8-4294-bdf2-a3fd74c3d7e0,false,false,regulate_transformers,c81d6099-66b2-45d8-b8a4-c19ceb862f6e,,,,false,false
7848c8d2-2866-4820-8faf-0740f7b3beab,false,false,regulate_transformers,ab3645a7-af26-480d-b1bd-5b0fa00dc83f,,,,false,false
e1966855-f343-4aa3-ab44-cfccaad40e7e,false,false,regulate_transformers,6bc0dda8-25f4-48a6-9645-21e1eed5c6ff,,,,false,false
c705a830-53a4-40b3-9c30-59cf1ce36a56,false,false,regulate_transformers,4db634e5-3eb8-4c17-bc44-eb224667580c,,,,false,false
