uuid,b,g,i_max,id,r,v_rated,x
0ef707b4-69a5-4e4b-95a0-91dc0752aa46,0.0,0.0,680.0,Freileitung_110kV_1,0.1094,110.0,0.4
184d5283-e90b-4ad1-9a28-51f09df26312,163.363006591797,0.0,195.0,NS_1,0.442999988794327,0.4,0.0722566023468971
29925a58-7664-486a-a503-ab0d994c9e75,85.7655029296875,0.0,361.0,MS_3,0.165999993681908,20.0,0.117200002074242
803c298b-61c6-412c-9b60-21cabc5bd945,185.35400390625,0.0,235.0,NS_2,0.319999992847443,0.4,0.0691149979829788
6986321a-0a85-411e-8b2d-9d929a7f298b,163.363006591797,0.0,195.0,NS_1,0.442999988794327,0.4,0.0722566023468971
6eae5d86-3269-4d7c-aca6-150008d85eb2,163.363006591797,0.0,195.0,NS_1,0.442999988794327,0.4,0.0722566023468971
28ff8422-4924-4669-8352-2d5fd68a084c,191.636993408203,0.0,265.0,NS_3,0.253899991512299,0.4,0.0691149979829788
ec77a581-8148-4b2c-bb6a-3f7c24ebb93b,185.35400390625,0.0,235.0,NS_2,0.319999992847443,0.4,0.0691149979829788
b4dfd39c-38ec-4883-adf7-413c0662694a,191.636993408203,0.0,265.0,NS_3,0.253899991512299,0.4,0.0691149979829788
899d2b91-69bc-46fb-a4bb-0b97c7c8751a,163.363006591797,0.0,195.0,NS_1,0.442999988794327,0.4,0.0722566023468971
d639d54f-19ff-4b56-bf41-206c1736258c,185.35400390625,0.0,235.0,NS_2,0.319999992847443,0.4,0.0691149979829788
a4c7ef55-d178-4967-a6cf-8a762672d27c,163.363006591797,0.0,195.0,NS_1,0.442999988794327,0.4,0.0722566023468971
0615b7b8-e7ec-4771-9e68-f02948044da2,191.636993408203,0.0,265.0,NS_3,0.253899991512299,0.4,0.0691149979829788
91bec055-7ab3-49f0-940d-f7399bbb129e,191.636993408203,0.0,265.0,NS_3,0.253899991512299,0.4,0.0691149979829788
d0f81106-444d-4832-ad0b-a293d719206a,3.0,0.0,550.0,HS_1,0.109999999403954,110.0,0.379999995231628
a61d2b6a-2ae3-4e87-b69c-d6ef03746edb,163.363006591797,0.0,195.0,NS_1,0.442999988794327,0.4,0.0722566023468971
54a5e86e-8535-427e-b07b-638ba00913a5,85.7655029296875,0.0,361.0,MS_3,0.165999993681908,20.0,0.117200002074242
34bcbd39-34fe-4ba4-896b-e123e597985a,191.636993408203,0.0,265.0,NS_3,0.253899991512299,0.4,0.0691149979829788
