[Zeit von];0 [TMZ in K];1 [TMZ in K];2 [TMZ in K];3 [TMZ in K];4 [TMZ in K];5 [TMZ in K];6 [TMZ in K];7 [TMZ in K];8 [TMZ in K];9 [TMZ in K];10 [TMZ in K];11 [TMZ in K];12 [TMZ in K];13 [TMZ in K];14 [TMZ in K];15 [TMZ in K];16 [TMZ in K];17 [TMZ in K];18 [TMZ in K];19 [TMZ in K];20 [TMZ in K];21 [TMZ in K];22 [TMZ in K];23 [TMZ in K];24 [TMZ in K];25 [TMZ in K];26 [TMZ in K];27 [TMZ in K];28 [TMZ in K];29 [TMZ in K];30 [TMZ in K];31 [TMZ in K];32 [TMZ in K];33 [TMZ in K];34 [TMZ in K]
15:15;0;0,014417546;0,028918537;0,040941339;0,052091275;0,097938522;0,133436081;0,16489424;0,192890117;0,228362914;0,265828171;0,282164222;0,302156772;0,321066896;0,344991078;0,373936912;0,401917872;0,430964032;0,465592623;0,478820934;0,49889178;0,613118707;0,739323688;0,774964087;0,818532545;0,854821751;0,910981109;0,965456559;0,978487189;1,013722158;1,029639984;1,065412956;1,09578135;1,191492945;1,22490651
15:30;0;0,014328683;0,027829553;0,040941339;0,052091275;0,091654312;0,126268091;0,156736531;0,185216966;0,219731698;0,248383301;0,282164222;0,30156635;0,320369314;0,339630628;0,363039547;0,393607714;0,423625763;0,453136274;0,473447146;0,492993143;0,530278275;0,723630681;0,761965396;0,796187525;0,827505698;0,889586081;0,964140427;0,97714808;1,011421605;1,028600729;1,05884952;1,089800658;1,143970944;1,213909215
15:45;0;0,01423982;0,027337571;0,040941339;0,052091275;0,085370101;0,119100085;0,148578806;0,1775438;0,211100466;0,240278554;0,282164222;0,300975927;0,3196717;0,338825804;0,357478117;0,386183151;0,413412384;0,442853391;0,46572923;0,486166168;0,525547943;0,687300273;0,744178436;0,780792398;0,801496488;0,865702614;0,911207088;0,97580897;1,009008763;1,027694116;1,057707549;1,082872321;1,137837053;1,167841795
16:00;0;0,013656045;0,026505622;0,037857243;0,050620798;0,077967044;0,110832251;0,139324261;0,168781607;0,201384009;0,231092368;0,256375369;0,299313222;0,317898329;0,336938413;0,356381798;0,380332988;0,40699651;0,435914442;0,456869364;0,474434294;0,494560641;0,539573587;0,67216363;0,762310804;0,774500811;0,840202611;0,871709192;0,972834729;1,005074962;1,022988642;1,0547862;1,074849981;1,123947349;1,159954555
16:15;0;0,012623439;0,024667431;0,035112396;0,044575711;0,064404227;0,095516522;0,122031936;0,151288706;0,182257529;0,211849094;0,237155017;0,272138337;0,304341468;0,322701569;0,342344871;0,36101102;0,3865377;0,415335732;0,436074695;0,452414552;0,468118279;0,498811223;0,612448547;0,720898992;0,737205378;0,774374891;0,828657538;0,840713452;0,945673704;0,976498524;1,007808439;1,026766642;1,063011994;1,104204832
16:30;0;0,002353039;0,006475563;0,011116642;0,016835;0,02943871;0,058564888;0,082634715;0,111140035;0,13990091;0,168867728;0,193866873;0,226996758;0,266615499;0,283887884;0,302429622;0,320254724;0,339700373;0,367587888;0,387716323;0,40240334;0,414760436;0,438840085;0,541590695;0,652236268;0,661118138;0,697017307;0,736019202;0,772514181;0,784158221;0,81665613;0,83891606;0,863156482;0,897474045;0,929140875
16:45;0;0,002119605;0,005993824;0,010403693;0,015870473;0,028402138;0,05000258;0,07261564;0,101294001;0,12877747;0,157954715;0,183243987;0,215183876;0,241260206;0,279864444;0,298088221;0,315613621;0,33474346;0,35743045;0,377592185;0,391372025;0,400890074;0,422704313;0,514824139;0,638262137;0,644658096;0,671266133;0,692404062;0,75261027;0,768501113;0,799849175;0,81964289;0,845772489;0,87933069;0,90621859
17:00;0;0,002119605;0,005993824;0,010403693;0,015870473;0,028402138;0,042834597;0,064457919;0,093620843;0,120146238;0,14985;0,175728806;0,206780629;0,233435193;0,268693367;0,298088221;0,315613621;0,33474346;0,352523196;0,373033236;0,386250455;0,393271935;0,41311948;0,494954563;0,547553649;0,639418255;0,658753176;0,679494327;0,719673036;0,755257325;0,786626983;0,80086248;0,833033452;0,865443742;0,891819646
17:15;0;0,001989852;0,005697487;0,009886102;0,015024913;0,027302113;0,041462345;0,054850994;0,084256831;0,10950944;0,139488508;0,165656263;0,195536483;0,222480893;0,256555841;0,294375134;0,31161886;0,330453016;0,347962938;0,363436588;0,375674797;0,380022471;0,397513527;0,433871804;0,466155447;0,609846238;0,622750058;0,650852012;0,659650714;0,7012739;0,731296662;0,744939566;0,774883459;0,803045412;0,833789654
17:30;0;0,000780254;0,002176448;0,003823182;0,005874515;0,014231714;0,02682541;0,03985277;0,061116137;0,084932516;0,115013601;0,141459164;0,170128095;0,197306532;0,230148523;0,257751166;0,293250487;0,311723733;0,328990806;0,339408486;0,349277785;0,347019034;0,358571682;0,353623694;0,429514676;0,43639035;0,441979539;0,445150521;0,475165856;0,480422262;0,503935643;0,511548795;0,529841899;0,536627573;0,573227784
17:45;0;0,000780254;0,002176448;0,003823182;0,005874515;0,014231714;0,02682541;0,03985277;0,053442975;0,076301276;0,106908887;0,133943983;0,161724865;0,189481487;0,22142703;0,249597848;0,293250487;0,311723733;0,328990806;0,339408486;0,344156214;0,347019034;0,348986849;0,353623694;0,361450929;0,434454728;0,438322421;0,443826332;0,475165856;0,480422262;0,503935643;0,511548795;0,529841899;0,536627573;0,573227784
18:00;0;0,000558878;0,001617988;0,00285943;0,004653824;0,012158665;0,024087767;0,036399908;0,049279511;0,062779143;0,092856848;0,119441485;0,145635846;0,17325912;0,203599876;0,231603375;0,256810255;0,30045698;0,317060886;0,326739643;0,330703917;0,332849888;0,334137241;0,337977387;0,341867795;0,344276182;0,349031075;0,353236091;0,36257465;0,378373482;0,400073569;0,405708543;0,411493883;0,416605583;0,44046958
18:15;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,079507204;0,105986168;0,130643608;0,158204548;0,186981299;0,214894876;0,240050088;0,275203081;0,306501649;0,315550437;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,36264649;0,367193626;0,371986163;0,376056952;0,398882865
18:30;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,071402497;0,098470988;0,12224037;0,150379519;0,178259822;0,20674159;0,232505314;0,266746586;0,306501649;0,315550437;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,36264649;0,367193626;0,371986163;0,376056952;0,398882865
18:45;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,071402497;0,090955808;0,11383714;0,14255449;0,169538346;0,198588273;0,22496054;0,258290155;0,283812764;0,315550437;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,36264649;0,367193626;0,371986163;0,376056952;0,398882865
19:00;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,071402497;0,083440636;0,105433902;0,134729445;0,160816853;0,190434987;0,217415782;0,249833692;0,275989655;0,30340435;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,350420898;0,367193626;0,371986163;0,376056952;0,398882865
19:15;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,071402497;0,083440636;0,09703068;0,126904407;0,15209536;0,182281686;0,209871024;0,241377228;0,268166676;0,294666253;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,345034329;0,367193626;0,371986163;0,376056952;0,398882865
19:30;0;0,001427443;0,004309509;0,007557067;0,011583987;0,022162837;0,034703611;0,046685743;0,059029342;0,072037293;0,085425485;0,09748749;0,111108256;0,133204631;0,157534683;0,188359073;0,216561978;0,247207676;0,274594482;0,30023252;0,314764219;0,33970853;0,344070325;0,349581449;0,355090395;0,477142421;0,523300436;0,529278718;0,535281621;0,54371352;0,552455149;0,580823537;0,592036794;0,602165113;0,631409671
19:45;0;0,011431563;0,021829633;0,076409333;0,037856394;0,048350586;0,06119429;0,073771976;0,086496842;0,099879672;0,113532067;0,125655062;0,139344122;0,153711417;0,177210171;0,208730367;0,237533301;0,267344941;0,295262177;0,320055259;0,3352949;0,368404902;0,372675165;0,37830598;0,383931165;0,387812429;0,552296656;0,558379276;0,564456052;0,5729228;0,581739769;0,610275632;0,621667243;0,631907876;0,661295849
20:00;0;0,027582822;0,050547112;0,067176684;0,102689358;0,095074153;0,110514024;0,126020871;0,141387927;0,156751453;0,172763963;0,187117675;0,202956587;0,219522239;0,238468169;0,27098607;0,304974366;0,333299889;0,364470646;0,391185654;0,414417909;0,430983164;0,459271795;0,467278186;0,480676238;0,502373301;0,65502886;0,67172475;0,680720601;0,700665338;0,725210422;0,746956227;0,761885227;0,787899246;0,818605566
20:15;0;0,04793264;0,086157243;0,204232891;0,116237823;0,148609279;0,164838417;0,181534989;0,197839661;0,214212934;0,230963537;0,245712987;0,261958057;0,280888769;0,300298687;0,323317248;0,360685705;0,386129602;0,418459479;0,449622559;0,47398935;0,491585172;0,506366263;0,544829867;0,560858783;0,587440382;0,728320415;0,75195191;0,771505747;0,803792145;0,836651642;0,849435737;0,888212945;0,921614818;0,938319431
20:30;0;0,084157354;0,174054088;0,188485875;0,301411933;0,289676928;0,311674354;0,336111421;0,358775706;0,382083036;0,404226519;0,424584715;0,448481964;0,472374542;0,497818965;0,519099018;0,572440299;0,623325584;0,672341058;0,707799037;0,767367836;0,797196577;0,818789147;0,875912028;0,898613019;0,935098943;1,044614237;1,131108449;1,154056848;1,220838932;1,268871668;1,303656914;1,350182002;1,373092161;1,395755576
20:45;0;0,098997128;0,195922272;0,164995528;0,282869331;0,384390793;0,407364848;0,433856395;0,457823;0,482432218;0,505501742;0,527892276;0,552091313;0,576411188;0,602199135;0,625697504;0,693115552;0,77542741;0,831926752;0,857660677;0,969611012;1,001284164;1,02518766;1,072442041;1,123096296;1,169895741;1,21771966;1,408503232;1,501064937;1,572359113;1,628988336;1,706827982;1,735653649;1,761966853;1,795199096
21:00;0;0,06762282;0,188805984;0,177738432;0,287566614;0,37751504;0,441597734;0,469593199;0,495252732;0,521587634;0,548115241;0,571887833;0,597604248;0,623374483;0,651125681;0,682605579;0,751071677;0,837929174;0,901037584;0,977460003;1,044347648;1,078345986;1,107606792;1,156013487;1,214852576;1,278800764;1,322446233;1,381354767;1,482194447;1,580309598;1,632750734;1,707588509;1,73720517;1,770651408;1,813117353
21:15;0;0,041148228;0,097764133;0,195592072;0,301811185;0,36710404;0,449637887;0,499778936;0,525827042;0,554285727;0,581130841;0,604990044;0,630809461;0,661405868;0,689915256;0,732369064;0,807646875;0,881190914;0,956774896;1,02193823;1,081915055;1,113367302;1,142020424;1,187906321;1,25221273;1,315162547;1,349581742;1,377974801;1,497532694;1,583812982;1,63165135;1,698205665;1,723489595;1,767356677;1,793800526
21:30;0;0,047720732;0,112612435;0,219741695;0,363588219;0,44093036;0,523888115;0,614775501;0,651254599;0,687288523;0,719940981;0,747327314;0,780425718;0,811862353;0,845576493;0,901486744;0,980021195;1,041536285;1,110108738;1,209462378;1,270888525;1,293861342;1,328946141;1,363303351;1,434480879;1,482295426;1,498360954;1,531998491;1,593626008;1,682532761;1,721062922;1,776076787;1,799224779;1,843700614;1,870617712
21:45;0;0,044721056;0,094686986;0,20854109;0,329927973;0,406776183;0,477311397;0,574428753;0,617382745;0,647904939;0,676883238;0,706657059;0,743074344;0,775023812;0,82046068;0,883927376;0,965622305;1,033073757;1,102370028;1,227001643;1,286202954;1,330172958;1,385184321;1,452941024;1,513087376;1,596591608;1,636211324;1,690089056;1,761206489;1,774538599;1,78817227;1,818157162;1,841271534;1,884003932;1,913534359
22:00;0;0,006366978;0,015228183;0,102229726;0,203194225;0,256683578;0,35063096;0,46326472;0,501318698;0,537787969;0,562603731;0,593609254;0,625155388;0,66065345;0,708278474;0,770994491;0,842686378;0,908997741;0,971752685;1,106357248;1,158767533;1,217406697;1,29834595;1,357588989;1,4208906;1,53489711;1,596331464;1,641502133;1,709972426;1,730533422;1,812629644;1,859458676;1,908956678;1,956599828;1,985625277
22:15;0;0,004907411;0,013002763;0,079757252;0,169449868;0,230546513;0,30606475;0,438117177;0,480946256;0,528875968;0,555342716;0,586914475;0,618352791;0,662486976;0,716496447;0,779679112;0,857233679;0,922958118;1,039154978;1,13111815;1,176522039;1,236765671;1,31483418;1,377626362;1,429861728;1,524693121;1,624941309;1,675844774;1,732496345;1,736404035;1,81016229;1,860203371;1,922025529;1,964768314;1,990324161
22:30;0;0,005719049;0,013860998;0,059486307;0,114751505;0,221100444;0,278372277;0,349756729;0,480026948;0,524533735;0,565321683;0,597344804;0,634385665;0,686607857;0,746480178;0,813848589;0,89233881;0,953749906;1,080945115;1,169746842;1,249933867;1,311569237;1,389612827;1,451302472;1,492030631;1,585502919;1,707075384;1,76840268;1,837033763;1,930093611;1,96577412;2,026775628;2,094960103;2,132218094;2,159283462
22:45;0;0,07868588;0,142019247;0,210118221;0,275487129;0,332934023;0,450591689;0,501871531;0,662487992;0,729074342;0,779517597;0,812115789;0,858005366;0,91477063;0,98014749;1,051811291;1,137124741;1,195718838;1,337402643;1,40897699;1,483947461;1,539097558;1,613865429;1,675323769;1,723338133;1,811576562;1,948618853;2,0142057;2,119320152;2,217841409;2,246085274;2,32204725;2,383134461;2,412220498;2,416387988
23:00;0;0,106550938;0,194528171;0,266655258;0,332030312;0,37658837;0,46309586;0,522153128;0,602448433;0,687125392;0,726775642;0,774640006;0,827945582;0,889912097;0,962767977;1,034946297;1,120724767;1,201155192;1,320698167;1,406559506;1,458528576;1,497461003;1,563831417;1,61893652;1,686987965;1,758821893;1,883651734;1,964193375;2,048177072;2,138564143;2,170932122;2,240401824;2,310655479;2,356997528;2,389531068
23:15;0;0,10552106;0,189888081;0,257928086;0,321035571;0,372067119;0,429635412;0,484476861;0,560667985;0,66551803;0,706889076;0,754258233;0,823951837;0,891341884;0,969061716;1,046224074;1,115586642;1,219130295;1,338419597;1,444026401;1,486805171;1,526125588;1,586937628;1,65584713;1,714954466;1,799083798;1,829677763;2,034125597;2,089499995;2,141003997;2,191933385;2,259717631;2,343022689;2,377251595;2,409327538
23:30;0;0,107085518;0,19329393;0,257702457;0,315004603;0,367293291;0,424344125;0,475693263;0,548711613;0,672706334;0,721358748;0,767701328;0,852511934;0,926903056;1,013120151;1,089649391;1,157810969;1,287499206;1,384339409;1,484111879;1,529805304;1,579727986;1,641840775;1,699533783;1,768885336;1,848591901;1,895105788;2,049944903;2,148247478;2,185610828;2,264839748;2,319986771;2,40452447;2,438965365;2,471051987
23:45;0;0,107724021;0,194926399;0,292985061;0,318938479;0,358497364;0,426294017;0,481949057;0,551178224;0,642780171;0,746170758;0,797488336;0,878460898;0,972067642;1,065933753;1,140625661;1,239356505;1,330183882;1,429016812;1,513993334;1,555590556;1,599624113;1,671426679;1,716956246;1,803365826;1,868089972;1,930151644;2,023639467;2,061584371;2,121344292;2,186983542;2,248388192;2,318858541;2,354699881;2,39582363
