"uuid","graphic_layer","node","path","point"
e0e8f17d-95ad-4f26-afaf-e6cff0b2c1c0,Standard,0b2a3b46-5e43-4879-973e-d8fb96429d8a,{"type":"LineString","coordinates":[[7.4116482,51.4843281],[7.4116482,51.4843281]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.94915254,0.67213115],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
7e19bbb7-52c2-4f80-97c2-d5bea34b15d5,Standard,867c4b4d-0f38-4f28-82ce-135f2cc63808,{"type":"LineString","coordinates":[[12.8273,52.2895],[12.8273,52.2895]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.81355932,0.96721311],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
0dde18db-3ec4-4941-b84c-231452a1f23b,Standard,e2267696-669b-48e8-b43a-37d0db95011d,{"type":"LineString","coordinates":[[7.4116482,51.4843281],[7.4116482,51.4843281]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.84745763,0.67213115],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
0720eaa7-85a2-48f0-a2dc-081c818d2ab3,Standard,d07dc1b0-e29a-452a-84c5-7df7b0bb3141,{"type":"LineString","coordinates":[[12.8273,52.2895],[12.8273,52.2895]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.80225989,0.67213115],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
b46007d2-6836-4a68-a3d7-9c1711248f90,Standard,636dec7c-4242-46e8-b7ae-db7e5a28c39c,{"type":"LineString","coordinates":[[7.4116482,51.4843281],[7.4116482,51.4843281]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.75706215,0.77868852],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
86a5a43b-025c-4bb5-b9c3-bf88e610617c,Standard,0170837a-1876-45f9-a613-666f9991964d,{"type":"LineString","coordinates":[[12.8273,52.2895],[12.8273,52.2895]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.93785311,0.77868852],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
6e31f8dd-5039-4c80-ba78-868496f99427,Standard,8f80e777-ccbd-4630-b10e-238e824113fd,{"type":"LineString","coordinates":[[7.4116482,51.4843281],[7.4116482,51.4843281]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.75706215,0.96721311],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
3ade7f68-6a98-469b-90ea-d6845ef884fb,Standard,3b879239-20c8-4adf-bd51-92924327ee71,{"type":"LineString","coordinates":[[7.4116482,51.4843281],[7.4116482,51.4843281]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.80225989,0.89344262],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
51422821-5966-4151-92c6-cc6150951f81,Standard,85ec9277-c5fd-4e5b-8a34-9627d9599ad7,{"type":"LineString","coordinates":[[12.8273,52.2895],[12.8273,52.2895]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.76836158,0.67213115],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
7016009b-c704-4bdc-a331-19bc6ac99ae2,Standard,0ebf0088-f596-4cd1-9ae0-5da02dc40335,{"type":"LineString","coordinates":[[12.8273,52.2895],[12.8273,52.2895]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}},{"type":"Point","coordinates":[0.74576271,0.67213115],"crs":{"type":"name","properties":{"name":"EPSG:0"}}}
