"uuid","graphic_layer","line","path"
09a046f1-f148-40aa-afeb-6592859da87d,Standard,094a0827-54d8-4ed9-bb8f-2766db020c87,{"type":"LineString","coordinates":[[0.68361582,0.89344262],[0.70056497,0.89344262],[0.6779661,0.89344262]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
4e955f6a-da29-4020-874c-7608dbf744db,Standard,ca765f8e-2a05-40fb-80b8-41e02887fa46,{"type":"LineString","coordinates":[[0.74576271,0.67213115],[0.75141243,0.67213115],[0.75706215,0.67213115]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
8429ecfe-031f-44ea-b7ff-b708c46e87cd,Standard,b13204e1-02fa-49dd-92e2-c3310a15909a,{"type":"LineString","coordinates":[[0.73446328,0.89344262],[0.72881356,0.89344262],[0.72316384,0.89344262]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
79eac61e-e3b2-421a-9716-9940963761f0,Standard,199bc8fc-71a0-4c78-a64d-80a87f0f6b78,{"type":"LineString","coordinates":[[0.7740113,0.57377049],[0.77966102,0.57377049],[0.75706215,0.57377049]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
ccacd75f-b7ad-43cb-9747-84e2fcf53ebd,Standard,09083d14-02aa-40a3-9948-86e86883bda1,{"type":"LineString","coordinates":[[0.73446328,0.96721311],[0.74011299,0.96721311],[0.75706215,0.96721311]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
f1c8cd3e-5521-4539-8e13-aa5149272297,Standard,7f2e8019-f650-42b7-bd39-6895cb9c4d9f,{"type":"LineString","coordinates":[[0.86440678,0.67213115],[0.85875706,0.67213115],[0.8700565,0.67213115]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
76c9c154-bb98-4112-acde-034bfea3eedf,Standard,2c6d3986-9cf2-4c41-9a40-400e4e0b3112,{"type":"LineString","coordinates":[[0.6779661,0.77868852],[0.66666667,0.77868852],[0.67231638,0.77868852]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
4ec7ff3b-9815-43f8-9cba-f46af1a9f423,Standard,31f8365c-9329-4c46-8555-6ec6aadf130e,{"type":"LineString","coordinates":[[0.84745763,0.57377049],[0.85875706,0.57377049],[0.85310734,0.57377049]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
e918bf04-3eb3-4a6d-9173-20ed223f0628,Standard,31c8715f-7b85-4243-8908-69cf8b2c1525,{"type":"LineString","coordinates":[[0.8700565,0.89344262],[0.88135593,0.89344262],[0.87570621,0.89344262]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
d377b2a4-317a-4934-8442-33b32bf55c4b,Standard,9af99daa-1e1e-45a8-bbed-c77e47ba4f8a,{"type":"LineString","coordinates":[[0.70056497,0.77868852],[0.70621469,0.77868852],[0.71186441,0.77868852]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
b7bc8bae-9f00-497d-9d16-6b03765b5f98,Standard,e7388048-40c3-4fd7-bcbb-2e1b09e735d2,{"type":"LineString","coordinates":[[0.80225989,0.89344262],[0.81355932,0.89344262],[0.8079096,0.89344262]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
d8f0a014-fdb6-44da-8b0a-abd44e7578c6,Standard,7d68b748-ebe5-430e-95b8-bd0eededa136,{"type":"LineString","coordinates":[[0.96045198,0.91803279],[0.96045198,0.89344262],[0.92655367,0.89344262],[0.94350282,0.89344262]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
0cff94f9-313a-407e-9261-659d48c4d22a,Standard,ca425259-fab4-4dc1-99c9-c19031121645,{"type":"LineString","coordinates":[[0.92655367,0.77868852],[0.91525424,0.77868852],[0.92090395,0.77868852]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
38c4a4da-68e5-4702-9efa-70f2a6499346,Standard,1a5bb799-bc03-4de9-a8a1-9a0616ea3add,{"type":"LineString","coordinates":[[0.81355932,0.77868852],[0.82485876,0.77868852],[0.81920904,0.77868852]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
abed22cb-da71-4459-9221-9b63cb8c672b,Standard,d5d7329a-08a2-4946-8a02-d4a70746d37b,{"type":"LineString","coordinates":[[0.79096045,0.96721311],[0.79661017,0.96721311],[0.80225989,0.96721311]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
69e84854-3ccd-478b-bfd4-36179f27ce1d,Standard,73c09f1f-3538-4b5f-acbf-38b686a0dbba,{"type":"LineString","coordinates":[[0.93220339,0.57377049],[0.93785311,0.57377049],[0.92655367,0.57377049]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
f2ebf446-7c65-464d-96ba-5d5c3249b78d,Standard,10d957bc-fb58-4a8f-8fd2-96a0b129eb02,{"type":"LineString","coordinates":[[0.70056497,0.67213115],[0.68926554,0.67213115],[0.69491525,0.67213115]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
b143bc7f-d331-491b-bc17-b2a5efbd8624,Standard,ab23d369-ff75-41b4-8a25-25ec9c4320aa,{"type":"LineString","coordinates":[[0.77966102,0.67213115],[0.76836158,0.67213115],[0.7740113,0.67213115]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
91bf20e1-1a3b-4b69-b55b-a4ab8a5b3ae9,Standard,445cc0c8-70b8-47d4-987f-308269b845a3,{"type":"LineString","coordinates":[[0.61016949,0.89344262],[0.61581921,0.89344262],[0.62146893,0.89344262]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
bb7d1a7a-8dc5-4e59-a8ef-be64bb83f58c,Standard,24537b9f-9cb9-45d1-8bbb-f87e3a948a69,{"type":"LineString","coordinates":[[0.84745763,0.67213115],[0.85310734,0.67213115],[0.85875706,0.67213115]],"crs":{"type":"name","properties":{"name":"EPSG:4326"}}}
