uuid,day_type,quarter_hour_of_day,from,to,probability
9dc28595-373f-4b7f-9ec0-7e401c3ae7da,saturday,33,shopping,shopping,0.1743119266055046
95fb9d6e-83b9-4712-8643-afd7aabbe077,saturday,33,shopping,leisure,0.009174311926605505
50301d78-186e-4524-afc5-73983d8911d3,saturday,33,shopping,other,0.009174311926605505
cbe8b170-2543-46ac-b644-ef8168b5c524,saturday,33,leisure,home,0.5
08fb814e-1a04-4156-be9d-2b8e1b8b9229,saturday,33,leisure,work,0
e5b75129-9664-46db-9d5e-4a1e98206109,saturday,33,leisure,shopping,0.5
0c3c594c-6f07-4121-b359-5b46fc36a5ed,saturday,33,leisure,leisure,0
ff6e4902-bb62-48e8-8f84-5939c5d9c6a7,saturday,33,leisure,other,0
8eb53afd-e57b-4617-980b-9c8fcd5fcb2b,saturday,33,other,home,0.5384615384615384
d5962550-467a-40a7-a104-0f568e15ef82,saturday,33,other,work,0.15384615384615385
2ab415aa-7cd8-4c0f-b876-e786b2321876,saturday,33,other,shopping,0.15384615384615385
1cf8cb89-2a99-47fb-9c62-2d43070cd983,saturday,33,other,leisure,0
b3c640f8-431f-4400-9ff9-7fb97e342e87,saturday,33,other,other,0.15384615384615385
304a785e-292d-4677-aca3-6204e5697637,saturday,34,home,home,0.009652509652509652
0516a0e3-535f-4949-ae9d-8b25d83aa1e9,saturday,34,home,work,0.10231660231660232
9447c275-558b-4222-81f9-58ad3bdd511b,saturday,34,home,shopping,0.5675675675675675
3011ff17-1819-4555-b2b1-aaf2cb054ef9,saturday,34,home,leisure,0.22007722007722008
196840d6-ac8e-4eeb-98cb-24d190bebabc,saturday,34,home,other,0.10038610038610038
740db81f-98c0-471e-a0b8-2d9a382285b1,saturday,34,work,home,0.45454545454545453
ca5a0bfb-7cf1-4b9b-b244-8ce912086bcc,saturday,34,work,work,0.45454545454545453
dff21f55-51f5-4137-b578-d742cfaf54bf,saturday,34,work,shopping,0.09090909090909091
0a4692b4-e490-4307-96d0-7dc1ee07170b,saturday,34,work,leisure,0
42d7f0ed-adb9-4224-9bdf-ec001e882246,saturday,34,work,other,0
f137a89f-6bd3-40b1-b93d-b34aef3ea5e6,saturday,34,shopping,home,0.7616279069767442
67b7cf85-79a4-4d0a-9865-61183e8cc3f4,saturday,34,shopping,work,0.011627906976744186
4f537f89-cb99-46ab-9f12-f235b07d6daf,saturday,34,shopping,shopping,0.19186046511627908
bc8b29a8-e056-4ff2-a7c2-5c638bb08493,saturday,34,shopping,leisure,0.023255813953488372
61143c8c-f45e-4047-8c7a-f22be1ed0943,saturday,34,shopping,other,0.011627906976744186
034dbbf4-9e57-4eea-8b1a-55aa825e9810,saturday,34,leisure,home,0.42857142857142855
0b1ddfb5-bfe5-4ffa-ad06-5fb10dabf705,saturday,34,leisure,work,0
73b7fa46-cde4-45f7-9a29-e510d400a40e,saturday,34,leisure,shopping,0.14285714285714285
9bf7524b-222e-48df-9779-2fc782513f83,saturday,34,leisure,leisure,0.2857142857142857
5b5fd5d0-cc04-4653-939e-2bf3921bfae6,saturday,34,leisure,other,0.14285714285714285
54e889a6-8fb5-414d-96e4-5b50dd3959e7,saturday,34,other,home,0.391304347826087
ae9a720e-a016-436a-9a5f-b2936a6a7103,saturday,34,other,work,0.043478260869565216
b5e88655-b763-498c-8f78-b16341ecf90b,saturday,34,other,shopping,0.13043478260869565
df53a126-6e19-4978-8476-f00507ed52b9,saturday,34,other,leisure,0.08695652173913043
b256d3ae-c58d-4109-a992-7283b9975a3e,saturday,34,other,other,0.34782608695652173
6986bc3b-6f3a-472f-8a55-bbeff10157c2,saturday,35,home,home,0.006825938566552901
378c7767-76f3-4859-a328-b86d1501f87b,saturday,35,home,work,0.08532423208191127
1521129b-7f2f-48e3-9002-c82a854456f0,saturday,35,home,shopping,0.552901023890785
c1cfe9fd-d03d-4fc8-88af-923bb4d0e9ce,saturday,35,home,leisure,0.22525597269624573
0c003b97-197b-4144-b251-35ea6fed7012,saturday,35,home,other,0.1296928327645051
f04f8498-a43a-478b-9d7b-49bc675b467d,saturday,35,work,home,0.4
a1164d6a-c3e2-4ab4-9d88-d7ac6107e7f7,saturday,35,work,work,0.6
588dce29-0d87-480f-97dd-ef5e7f3d4895,saturday,35,work,shopping,0
90b30e7d-5f04-4303-a845-972514c09060,saturday,35,work,leisure,0
b174d9c5-8162-4278-93f1-cb2bd6767b13,saturday,35,work,other,0
29004082-5cc8-483a-a005-87a8f0952c5d,saturday,35,shopping,home,0.782258064516129
40a931d9-1278-42d9-84a7-86cf2a8e421f,saturday,35,shopping,work,0.008064516129032258
f32654ac-fb95-48a9-b4d4-f5517d85e4df,saturday,35,shopping,shopping,0.1774193548387097
6ae84b5f-38a3-40ab-82fd-eb96ad36a073,saturday,35,shopping,leisure,0.016129032258064516
6fd83895-6966-41c3-8aa7-5bb110ff1103,saturday,35,shopping,other,0.016129032258064516
def23565-6eb1-4d7b-a977-d44201ac0b7e,saturday,35,leisure,home,0.3333333333333333
a010fb4d-36c8-4a75-b457-3d393e839c08,saturday,35,leisure,work,0
13bf6f21-26bb-4015-9e61-865a93b08497,saturday,35,leisure,shopping,0.5
f13c2f80-efc5-41b8-9964-cb72f6efa39f,saturday,35,leisure,leisure,0.16666666666666666
6841fb1f-f3f7-4938-a3cf-78a669e8ad14,saturday,35,leisure,other,0
04773136-4acc-4e7f-a36b-e3b1d51eab91,saturday,35,other,home,0.36363636363636365
cb67fb04-2254-46de-919c-cdd73107cc65,saturday,35,other,work,0
6da17d87-f963-4456-8b97-d6c4a4789637,saturday,35,other,shopping,0.36363636363636365
f8e782d7-0d81-4412-a8ce-fa9bc79dba90,saturday,35,other,leisure,0
0ba8c2ac-51e0-40fc-b87f-add02530b344,saturday,35,other,other,0.2727272727272727
57ff0ce3-2464-482e-907a-a6f32f4295fc,saturday,36,home,home,0.003367003367003367
48287359-ca5a-4d20-91f3-f986f8acc77f,saturday,36,home,work,0.06060606060606061
76191efa-6f76-4936-8986-f893ce9d55f7,saturday,36,home,shopping,0.6711560044893379
05bf9a7f-7a03-4289-8d88-0ad7646d1aac,saturday,36,home,leisure,0.1829405162738496
734a1cc6-3ffc-44d8-8b0b-da87d8b58c91,saturday,36,home,other,0.0819304152637486
f128cbf6-9339-47af-8b2e-41cee956586b,saturday,36,work,home,0.8
f1013de4-9bac-43c1-bbe1-c00b4d59025c,saturday,36,work,work,0.2
a541f5f7-e8a6-42e9-9518-8b087b463de5,saturday,36,work,shopping,0
605b3393-014a-4c51-bbce-9571be126213,saturday,36,work,leisure,0
3d1b2f30-cbc3-4aac-b0c9-be361221d902,saturday,36,work,other,0
303f2600-daf7-4b66-8754-4660ddb01201,saturday,36,shopping,home,0.7142857142857143
48d1cd62-921f-4f8e-95f1-a62992d53168,saturday,36,shopping,work,0.032467532467532464
22264865-cabd-40ff-a791-e12d7b2f57fb,saturday,36,shopping,shopping,0.21428571428571427
65b3d3dc-3d0f-4207-a227-fa90cc806074,saturday,36,shopping,leisure,0.03896103896103896
0d5c9982-ba7b-4541-af4a-8af80cdcdd74,saturday,36,shopping,other,0
3c293e16-1558-48f7-a651-317a5a449497,saturday,36,leisure,home,0.47058823529411764
2342999d-a3d0-4036-b0c5-459ca4abe40c,saturday,36,leisure,work,0
973365fc-6066-44a4-a7dd-d725423a6ba4,saturday,36,leisure,shopping,0.23529411764705882
b75920dc-b2ff-4313-8b7d-9a02ed5e3ccc,saturday,36,leisure,leisure,0.29411764705882354
665a3658-697b-4e05-a98f-f85520ed4d9e,saturday,36,leisure,other,0
b77f36bb-2710-4aad-b872-514de7212b83,saturday,36,other,home,0.2903225806451613
f4e9a44f-600c-48a0-8b77-f28f9772a02f,saturday,36,other,work,0.03225806451612903
511935b7-c2f8-4b8b-b435-f801036a154d,saturday,36,other,shopping,0.22580645161290322
1b875ef7-f62a-42ef-af9d-f5c571253b6b,saturday,36,other,leisure,0.1935483870967742
24b6f760-e586-457f-91d8-0809f664d320,saturday,36,other,other,0.25806451612903225
2c67013a-f2d4-46dd-8caa-ad63dc5a4591,saturday,37,home,home,0.01488095238095238
6442c9a8-9df9-4378-a3a2-818078f4a9d3,saturday,37,home,work,0.041666666666666664
f95a9602-514c-4ac8-875b-62cac18a1979,saturday,37,home,shopping,0.5773809523809523
17578637-dc2a-4122-90ef-98621a268a8a,saturday,37,home,leisure,0.25
d64468cf-7071-4b6a-b564-dc4f11b4bb43,saturday,37,home,other,0.11607142857142858
0bead2b0-b86f-411a-ba53-22e5ff6fc03b,saturday,37,work,home,0.2857142857142857
edb1d662-90c4-43ec-89d7-a4266edfb386,saturday,37,work,work,0.5714285714285714
beaaa6a5-9cb5-4de2-b25f-370589aa2751,saturday,37,work,shopping,0.14285714285714285
03912379-6006-469b-b175-1d0dda68b1b0,saturday,37,work,leisure,0
21b5e5d0-2707-4a26-bec5-f0a72ac4d427,saturday,37,work,other,0
4560d41a-3725-4c03-8162-b92312973138,saturday,37,shopping,home,0.6761363636363636
f5135499-fced-4ce3-8cc9-ad11c0a4eaaa,saturday,37,shopping,work,0.005681818181818182
19b44867-0241-419c-9cb3-d4aa02923150,saturday,37,shopping,shopping,0.24431818181818182
30f3f899-615e-496f-bcea-938070c52c20,saturday,37,shopping,leisure,0.0625
3dd1dd86-8a5a-49ea-87dd-e0b91b922963,saturday,37,shopping,other,0.011363636363636364
c541194a-f521-4722-8605-a585aea48909,saturday,37,leisure,home,0.4166666666666667
f481310e-990e-40d5-9905-0d1a617805cd,saturday,37,leisure,work,0.08333333333333333
bb9704bf-0989-4ab5-aa29-d0fd1b3ac1be,saturday,37,leisure,shopping,0.16666666666666666
3693000f-6c89-4f2a-9eb8-691f41cb13d7,saturday,37,leisure,leisure,0.25
dc71a7db-354f-4988-9df1-f6b54a218968,saturday,37,leisure,other,0.08333333333333333
9d3227c4-1ebc-408d-bfe6-c391711c07de,saturday,37,other,home,0.18181818181818182
a9cadfb0-e575-4e2e-8bf3-cf47d2549cea,saturday,37,other,work,0
d61422d4-9b1f-436c-a91a-a793adb74c9e,saturday,37,other,shopping,0.3181818181818182
c98cb3bf-f9c9-496c-8354-eaebe2859e80,saturday,37,other,leisure,0.18181818181818182
9de174d5-5111-45aa-9416-40a3579936cb,saturday,37,other,other,0.3181818181818182
ed8e21ae-87e1-494a-a8fb-d1c50200717e,saturday,38,home,home,0.001310615989515072
3018a6c0-3daf-4f8c-989e-14453bed61da,saturday,38,home,work,0.053735255570117955
60ffa864-0c13-44bc-bf3f-ea804aacd75a,saturday,38,home,shopping,0.6526867627785059
15a08c96-4653-4e75-bc95-fe2af51b5670,saturday,38,home,leisure,0.20576671035386632
33c94dae-7162-404c-bf31-1829dd3fdfab,saturday,38,home,other,0.08650065530799476
67e40649-bd66-428c-8c41-f5823518aa4c,saturday,38,work,home,0.625
068a0336-bda1-458e-98b3-a13819321c61,saturday,38,work,work,0.375
5b443106-95e6-4363-a4d1-563a1d3425e5,saturday,38,work,shopping,0
9b4b7b9d-dbe8-48dd-8b1e-68035e9ab8de,saturday,38,work,leisure,0
c0c68e7b-b511-43b7-afde-c7693402f55e,saturday,38,work,other,0
d319d077-297c-4523-b94c-3b54c35d593f,saturday,38,shopping,home,0.68
3988bf75-5681-4b98-a971-e656b8054b5a,saturday,38,shopping,work,0.008
8dbd0f23-158b-43c5-9638-3522b8b355c9,saturday,38,shopping,shopping,0.264
f1f54407-aa19-4130-9a5d-64399350cb68,saturday,38,shopping,leisure,0.032
d996e169-d86a-4039-90a3-14d9fbef464f,saturday,38,shopping,other,0.016
b731882d-7e11-4136-baab-6c6377072703,saturday,38,leisure,home,0.4
137bc0e9-8e4d-4156-8798-ff9a00a1b679,saturday,38,leisure,work,0.05
2b496d00-35db-49c7-a0ac-6b77a6080f05,saturday,38,leisure,shopping,0.35
3e45c21c-d31e-49b8-a0b3-f3c904f10bfd,saturday,38,leisure,leisure,0.2
00e892a6-b6dc-4a19-801e-109bb4cebece,saturday,38,leisure,other,0
549df604-e23f-4ee9-908f-ffe7ad46d38c,saturday,38,other,home,0.42424242424242425
8a5df4ae-18b3-4e8b-8144-2f3c8f351760,saturday,38,other,work,0
cebd350f-6b31-40d3-bfb4-b6ff3ef823bf,saturday,38,other,shopping,0.18181818181818182
471453db-b788-47d5-9a76-8794ed0d4a7b,saturday,38,other,leisure,0.030303030303030304
9bd3533a-1877-4011-9e32-828a34d1f445,saturday,38,other,other,0.36363636363636365
2e68e27f-796b-4526-aa72-ad2b07bd1a07,saturday,39,home,home,0.008670520231213872
44c9979a-144f-4eda-9bb4-5c05124a755d,saturday,39,home,work,0.05491329479768786
00a6bb2e-dddb-440d-b916-d52285b435c9,saturday,39,home,shopping,0.5635838150289018
b6d70074-5b71-44c0-a9b1-e478077ddfd9,saturday,39,home,leisure,0.21965317919075145
a44b8c49-aba8-4e6e-8525-8ba54fce76ff,saturday,39,home,other,0.1531791907514451
c78e6830-5f36-49ea-bb48-7bd12140c1b2,saturday,39,work,home,0.4
5e5f491f-9a43-4854-a1c0-b6a22e14587d,saturday,39,work,work,0.6
c9a58944-dab4-404c-9f35-2451168dda17,saturday,39,work,shopping,0
918a7fd3-48a8-498e-b62b-04fdbbf12afe,saturday,39,work,leisure,0
fb351617-c169-44ff-8f0e-e6886288d417,saturday,39,work,other,0
8655d0bd-6200-4d8c-ad68-bda33b420814,saturday,39,shopping,home,0.5912698412698413
9df880fe-1d5a-4892-ae86-6ee68de063bb,saturday,39,shopping,work,0.007936507936507936
87d2eaab-078a-44af-a03d-61d421163976,saturday,39,shopping,shopping,0.3412698412698413
5327334b-a610-4216-9e45-1e156943383b,saturday,39,shopping,leisure,0.03968253968253968
fabfffdd-0e94-497c-8452-79f006417452,saturday,39,shopping,other,0.01984126984126984
e56855fa-199f-4309-9e8e-479ed04ceff5,saturday,39,leisure,home,0.625
2e974232-5331-40e8-b273-162d816eb43b,saturday,39,leisure,work,0
6b9fb8f7-eac8-47ed-a71c-bb1417eaf23c,saturday,39,leisure,shopping,0.125
53c56302-7ddc-46dc-b5ac-8ea2fc811fca,saturday,39,leisure,leisure,0.125
65b038aa-734c-4dcd-bf4f-b537b44cfda1,saturday,39,leisure,other,0.125
0a0f7c47-8a92-4758-834a-c97a8e5a9f07,saturday,39,other,home,0.36363636363636365
683807c0-c30a-449f-a70e-266c08e96f48,saturday,39,other,work,0
94709d7a-8c3f-470d-82a0-e26f80b1a2b1,saturday,39,other,shopping,0.21212121212121213
bf26d37a-c830-4dac-a38e-6f8aa907b316,saturday,39,other,leisure,0.09090909090909091
8873dc64-44d2-4a30-9ab1-9126077e60a4,saturday,39,other,other,0.3333333333333333
841db389-fa7b-45ec-bcf3-8ab08e716c68,saturday,40,home,home,0.009691629955947136
c74c9be9-7514-450d-90e8-50954e88fde8,saturday,40,home,work,0.024669603524229075
598a75af-3663-4485-af7d-a2bc7e2c311f,saturday,40,home,shopping,0.6784140969162996
e88eafe2-81ea-438f-b3b8-d6bee83d3dff,saturday,40,home,leisure,0.21233480176211453
649c7e04-d648-4272-b024-a9e89aaf6ea5,saturday,40,home,other,0.07488986784140969
3f08bd6a-be50-49fa-970c-40c6b749291d,saturday,40,work,home,0.5333333333333333
a1bf8c02-bb6b-434d-a50b-29aa3753228f,saturday,40,work,work,0.26666666666666666
a8058ae4-7684-4756-8a96-8f1b26925c26,saturday,40,work,shopping,0.2
7e345a33-2e38-493a-8c62-128a808a2f75,saturday,40,work,leisure,0
05cf8ad6-1116-4dbf-8421-f660e15b5b0b,saturday,40,work,other,0
0c66ec25-717c-478b-8135-4d924e972828,saturday,40,shopping,home,0.6638888888888889
48dc2d38-a5b8-47a5-afda-ae2da241659f,saturday,40,shopping,work,0.002777777777777778
ae643462-6aa9-421d-a1f2-f3b93a31ec29,saturday,40,shopping,shopping,0.28055555555555556
c78194eb-6798-4ab6-b0f8-136654ae91b0,saturday,40,shopping,leisure,0.041666666666666664
cc5454ca-06cd-4815-ba56-1ec2cd89f4c6,saturday,40,shopping,other,0.011111111111111112
d100c45e-b680-4164-b490-72369c2ffa00,saturday,40,leisure,home,0.6136363636363636
8e0089d2-b4ac-4b43-8901-35aaad97eda2,saturday,40,leisure,work,0
c5bd48b5-9f26-4abc-84c4-28320ce6fc2f,saturday,40,leisure,shopping,0.1590909090909091
d158d15e-0c3c-4f4a-9cb8-7be9a49db37b,saturday,40,leisure,leisure,0.20454545454545456
67e1d052-b838-4799-98fd-274ed1a6c8e7,saturday,40,leisure,other,0.022727272727272728
5bb7b39e-2483-494b-b9f7-59b30fda595e,saturday,40,other,home,0.3968253968253968
42f4e8e3-b0f1-468a-a9e4-7226544edd9d,saturday,40,other,work,0
14fdee70-7802-4128-bf84-ce4b7057e74a,saturday,40,other,shopping,0.25396825396825395
70cce3ae-1903-44a8-8074-4442678f911a,saturday,40,other,leisure,0.09523809523809523
d533c332-8787-44ab-bf3a-92a12aba037e,saturday,40,other,other,0.25396825396825395
e19bc9d8-179d-4afa-85f9-47cf45e9922c,saturday,41,home,home,0.0025
684a63f8-b14a-47a6-8625-b319027613ce,saturday,41,home,work,0.0075
5c222678-b9d2-4f70-b04e-d594d44cdae3,saturday,41,home,shopping,0.6625
a35ff259-718e-4a64-94d3-ebaa143b7d99,saturday,41,home,leisure,0.2
7d67e143-2739-47bf-ae8d-553dedebc621,saturday,41,home,other,0.1275
32a7e1cf-7655-4bc2-b0aa-e15cd93df801,saturday,41,work,home,0.6
3ce6bbb2-3370-4e92-834a-76597818dd05,saturday,41,work,work,0.3
581034a8-b164-46f4-ba48-d75bbe595345,saturday,41,work,shopping,0.1
7fb30e7a-52d8-40ec-97e8-010d1a58e4f6,saturday,41,work,leisure,0
958bc653-9e48-4934-b652-e4aa80a9e8c3,saturday,41,work,other,0
377828de-51aa-4786-a4cc-0b48e5da46e4,saturday,41,shopping,home,0.6566037735849056
8a791792-9dd2-4b7b-8ab0-d85b72970f55,saturday,41,shopping,work,0
0b395621-7c1a-4efa-94de-8642139e80e0,saturday,41,shopping,shopping,0.2830188679245283
715946a9-6e19-4a58-9834-85041d6ee914,saturday,41,shopping,leisure,0.04905660377358491
5bc48ad0-b8cc-46f2-b858-1275847a5961,saturday,41,shopping,other,0.011320754716981131
78d55a44-2a0d-4613-803c-34db08a98555,saturday,41,leisure,home,0.40625
91f30b26-135b-4d8b-ba3e-b1c2a5dc742f,saturday,41,leisure,work,0
b731ec1f-2a83-425c-a297-1fe94cf7d6de,saturday,41,leisure,shopping,0.3125
e01317e1-5924-4a4d-ac45-1edd9a3df82e,saturday,41,leisure,leisure,0.21875
0f293d1a-2a04-440d-9c72-88ef5a645a6e,saturday,41,leisure,other,0.0625
77b80027-1a7f-44e6-a7ef-b1e95c7a6d62,saturday,41,other,home,0.3870967741935484
4633da9c-f3e3-46be-b8d4-50e7622f660a,saturday,41,other,work,0
c893895f-f47a-4bd8-a9de-bc56dbb3338a,saturday,41,other,shopping,0.3225806451612903
418f401c-52ea-4da5-a691-0dde801879da,saturday,41,other,leisure,0.03225806451612903
cd670872-9afb-4bee-82c2-efb1c891e3e9,saturday,41,other,other,0.25806451612903225
b1020562-04d3-4d48-b6ba-7da72127ee66,saturday,42,home,home,0.015804597701149427
73b061bb-f72e-4213-8c35-8f9862d36e08,saturday,42,home,work,0.01293103448275862
ecd6a4b4-4c36-4aa5-8bb2-1d058ff0d3c7,saturday,42,home,shopping,0.7025862068965517
3f467c7d-50d2-499f-a578-66fe2e20ebdc,saturday,42,home,leisure,0.17672413793103448
873da3aa-05e9-453b-bb64-512cb1ec385d,saturday,42,home,other,0.09195402298850575
75715a5b-4dad-4972-a86c-165518a84f55,saturday,42,work,home,0.42857142857142855
2213f44a-6bc6-4ee1-b616-7add4ba6cc7f,saturday,42,work,work,0.07142857142857142
388a6ba7-2c15-47d9-b34b-37c50f6e655e,saturday,42,work,shopping,0.42857142857142855
cbabc41c-c9df-4353-85c5-fe0f64395357,saturday,42,work,leisure,0.07142857142857142
afee019b-409e-4929-b7f5-0e26e2c790fd,saturday,42,work,other,0
ce2fe10d-3459-4b0e-9b78-02c8f846b958,saturday,42,shopping,home,0.6478494623655914
5e5b1bf5-9c88-4a1d-9420-8ee78e2647da,saturday,42,shopping,work,0.002688172043010753
3d5240b4-6d9c-482c-a2bc-ac25a46b2cb6,saturday,42,shopping,shopping,0.28763440860215056
a7ee1c86-df9f-4be2-9a55-69b8d6581428,saturday,42,shopping,leisure,0.04032258064516129
d57b768b-6e2e-40af-91b3-23561ab5f67e,saturday,42,shopping,other,0.021505376344086023
39a831fa-3b14-42e7-a365-6bdef89b41cd,saturday,42,leisure,home,0.35714285714285715
447c2cec-cdb0-4dec-b99d-c25c3e149546,saturday,42,leisure,work,0
35740d9d-ca43-4690-a8e0-e121ab5db685,saturday,42,leisure,shopping,0.2857142857142857
daa11ae0-5f89-4a08-ae94-f423ef85937a,saturday,42,leisure,leisure,0.2857142857142857
4aba1e83-5035-4b38-86fc-c2e60dd1dcd4,saturday,42,leisure,other,0.07142857142857142
b72bf0d3-17df-40fa-8684-39bd14d8912a,saturday,42,other,home,0.3333333333333333
3dcfa045-83c0-43dc-b9ab-b137c4197b2f,saturday,42,other,work,0
47a9907d-758e-4391-ad66-8d678d0b4bb6,saturday,42,other,shopping,0.25396825396825395
b85d2c30-60a1-48a3-9927-b4600f9b9920,saturday,42,other,leisure,0.07936507936507936
70b910cc-ee32-4d27-8c68-95be0c075205,saturday,42,other,other,0.3333333333333333
046a2bf9-a296-416f-a86b-9611ada5e681,saturday,43,home,home,0.007662835249042145
d3c9989b-b2ca-430c-8231-6158bf7ed1d8,saturday,43,home,work,0.03065134099616858
cb9cd364-f9c7-4c0d-9bd7-093a14328c13,saturday,43,home,shopping,0.5747126436781609
665ce125-53ae-4e86-ae22-e7749ff367f9,saturday,43,home,leisure,0.2567049808429119
e0d2998f-9d12-4413-9cc7-720038a831ca,saturday,43,home,other,0.13026819923371646
849db070-1ff0-494c-b9ed-5ec3473c5605,saturday,43,work,home,0.42857142857142855
d58aedfa-d761-47de-8d49-80b8ac3ed7fd,saturday,43,work,work,0.2857142857142857
347439bc-766a-446f-bb34-609fcc5d4652,saturday,43,work,shopping,0.2857142857142857
1f908b2b-518d-4cbe-8b04-359b1c1dd0f7,saturday,43,work,leisure,0
26da0921-f727-41dd-a315-7ad206f4d434,saturday,43,work,other,0
da20ff53-37d1-44aa-90aa-749f9d970f7b,saturday,43,shopping,home,0.5989304812834224
4246ed4a-a46f-4ed6-b3eb-edee0680c940,saturday,43,shopping,work,0
f719a2b3-05aa-4f7d-8b65-bdcb79c8993d,saturday,43,shopping,shopping,0.3502673796791444
68677350-ddf3-4186-812c-e868f79760d9,saturday,43,shopping,leisure,0.02406417112299465
0e393fcf-51d4-4dae-92a2-e75136b493d9,saturday,43,shopping,other,0.026737967914438502
bc9785c1-40b9-4fe8-90cd-6df31e0b399e,saturday,43,leisure,home,0.6097560975609756
02980f63-b3ea-49f6-a68c-11d54e5b9c9b,saturday,43,leisure,work,0
a69e3ce4-4444-4b51-b0d3-87d74f5cbfc8,saturday,43,leisure,shopping,0.2926829268292683
dbca81d8-36db-4389-b678-37fb24a8d9fa,saturday,43,leisure,leisure,0.0975609756097561
53d8770d-68a9-46b5-8fa1-70e9715e2d0c,saturday,43,leisure,other,0
c1341ee2-f4ec-485f-a57b-8b1c3805c198,saturday,43,other,home,0.4230769230769231
0021e9a3-020e-44e6-a862-eebed293fbbc,saturday,43,other,work,0
e22a39b8-ecee-48a2-821e-d84894e46500,saturday,43,other,shopping,0.17307692307692307
bf01f5cc-8adf-40d6-a978-51d6212286b7,saturday,43,other,leisure,0.09615384615384616
8a629f86-0aed-4ab3-a943-706cc758fb33,saturday,43,other,other,0.3076923076923077
ec5c2378-4ec4-4ef1-bf9b-f63def77dbef,saturday,44,home,home,0.012925969447708578
4fae6c6d-5063-4d12-942e-10418c4e7349,saturday,44,home,work,0.022326674500587545
fc7aa1c1-97fc-4e6b-a116-43ca9b4c5c56,saturday,44,home,shopping,0.6850763807285546
a6671599-0020-4327-a2f8-891f12890e31,saturday,44,home,leisure,0.2009400705052879
3f4546e1-d2d2-4a57-925c-17fa33e3d78d,saturday,44,home,other,0.07873090481786134
b24a64a2-a51f-4fae-8a00-0a25c0771780,saturday,44,work,home,0.34615384615384615
9563ed1e-a8c0-4cd9-afb3-e2b56a6aaf38,saturday,44,work,work,0.46153846153846156
dd3d5335-5396-4135-910b-274e4bddafa1,saturday,44,work,shopping,0.11538461538461539
8c1702cf-6745-4092-9691-db6310a2cf80,saturday,44,work,leisure,0.038461538461538464
90f20620-e3d9-49a2-b148-49f3a60d5269,saturday,44,work,other,0.038461538461538464
060c34d3-6c7a-4665-8658-f43de959436d,saturday,44,shopping,home,0.6358595194085028
f98479de-c78b-4e01-8c66-047d744bb876,saturday,44,shopping,work,0.0036968576709796672
135fe120-9eec-4fc7-a9d3-9bdb8342bdf2,saturday,44,shopping,shopping,0.2828096118299446
41b37665-4519-4c72-8ab9-65653dcf1f39,saturday,44,shopping,leisure,0.06099815157116451
d91d2b1a-25a8-4d4a-a96a-924b37f9e12b,saturday,44,shopping,other,0.0166358595194085
741bba2a-1ca8-4aea-a8d3-1eff8c45deb9,saturday,44,leisure,home,0.4915254237288136
7c9315b6-27c8-4681-8c7d-5c5713274dea,saturday,44,leisure,work,0
01e7d204-a5c1-4fa3-afb6-14b16e51d70f,saturday,44,leisure,shopping,0.23728813559322035
028c687e-4fe2-4442-a0cf-c28445ca3b05,saturday,44,leisure,leisure,0.2033898305084746
5c7ae2ee-ac4e-4ca0-8c65-7d6ad7bf399a,saturday,44,leisure,other,0.06779661016949153
2400e422-3934-43ed-8b1c-6409c98a32ab,saturday,44,other,home,0.3194444444444444
74dc76f9-93d2-4ca8-925f-15deddfa4bf2,saturday,44,other,work,0.013888888888888888
96518dde-0d1c-44f7-856f-e7ee92a14e9b,saturday,44,other,shopping,0.1388888888888889
a0f32f49-a3ef-4c6f-9a43-8aaaeb60fa51,saturday,44,other,leisure,0.125
1124f91a-8141-4b96-8569-9d3b5454f1b8,saturday,44,other,other,0.4027777777777778
dc8270f7-b34d-41db-936b-9d841bb2224f,saturday,45,home,home,0.012295081967213115
305b25a1-0138-42e8-958d-a73b2563a94a,saturday,45,home,work,0.020491803278688523
f8c79429-54e2-49e9-908b-6db58519a203,saturday,45,home,shopping,0.5901639344262295
baac7605-1923-41e0-a939-d1a65beeea2a,saturday,45,home,leisure,0.22950819672131148
dcc42b6a-6232-4219-94ce-f3bfd8a2992a,saturday,45,home,other,0.14754098360655737
0bd06fb3-ec41-450d-8fd0-cf35702fee1c,saturday,45,work,home,0.4
259df5a2-975d-45f2-a8fd-78b26271fc8d,saturday,45,work,work,0.4
b752c637-26d9-4964-ac4b-61d9ef448078,saturday,45,work,shopping,0.2
fe6cd6ed-ea8d-49cb-b3b3-186c338097af,saturday,45,work,leisure,0
bcfa9677-9f22-4386-9e87-b40c0163bee2,saturday,45,work,other,0
6239a93c-5536-4f17-8e72-b7b1640c735f,saturday,45,shopping,home,0.6395348837209303
a6715d30-ac1d-4083-9ad8-b96b41f9f97b,saturday,45,shopping,work,0.0029069767441860465
8394cd14-f7a3-49f7-82b5-510e245359a4,saturday,45,shopping,shopping,0.3023255813953488
c20d5181-2883-48d5-85bd-8975c232cd0a,saturday,45,shopping,leisure,0.01744186046511628
16a85d22-a90d-41c1-97fc-336ec393fc06,saturday,45,shopping,other,0.0377906976744186
8032e450-a786-45a3-bc60-f66060889ff5,saturday,45,leisure,home,0.6538461538461539
e66b05a3-c62f-46a5-9515-fa38e39f698d,saturday,45,leisure,work,0
912fd74e-1c2a-453f-896c-b7361baf29f2,saturday,45,leisure,shopping,0.17307692307692307
