uuid,day_type,quarter_hour_of_day,from,to,probability
be0c8dae-7e3c-47f6-a2db-b8b44283d78a,weekday,37,home,other,0.12519440124416797
6620845d-2ec1-4216-b1ba-e881be780914,weekday,37,work,home,0.18604651162790697
8a83b306-7adb-4bcc-a566-00be9c66a5cc,weekday,37,work,work,0.6744186046511628
dd20d4a1-e857-4d8a-963f-c7f106a10b42,weekday,37,work,shopping,0.12790697674418605
4a2d9a28-f2fc-4cb1-b60c-6fe441276ab0,weekday,37,work,leisure,0
f99138ef-fe36-4523-b60d-484d4793893c,weekday,37,work,other,0.011627906976744186
63505bd4-a615-4a75-9706-2c5d6290d166,weekday,37,shopping,home,0.6408450704225352
a3bec701-ff2e-4b27-b3d8-9f8a23c17e81,weekday,37,shopping,work,0.045774647887323945
549c516e-9e03-414e-ae11-4cc994050a3b,weekday,37,shopping,shopping,0.27816901408450706
15ccf204-7533-4375-8df7-a8cf4a35d76b,weekday,37,shopping,leisure,0.017605633802816902
86e70758-4ba8-441a-851c-5b4b87d140e5,weekday,37,shopping,other,0.017605633802816902
c97d5687-8403-4b27-9510-5150c82a1867,weekday,37,leisure,home,0.631578947368421
c0e8e9fd-1849-40fc-88cc-c25168b6d661,weekday,37,leisure,work,0.05263157894736842
5c8d0bec-b430-49e7-8515-b4b66183fc63,weekday,37,leisure,shopping,0.15789473684210525
0f25babe-f06c-4f0d-bc29-c55a5b17df8d,weekday,37,leisure,leisure,0.10526315789473684
ffa043b4-21b6-49f1-8e26-f463b069b33a,weekday,37,leisure,other,0.05263157894736842
35aa7604-cb7e-431b-b733-d84b9a1e19af,weekday,37,other,home,0.34532374100719426
b4071322-55ac-45b6-a784-ce8912a6e2fb,weekday,37,other,work,0.06474820143884892
c7e5752b-e755-40c3-b0cc-40b2b583459f,weekday,37,other,shopping,0.26618705035971224
502252f4-e0b1-4fb5-9929-f89ad157e51d,weekday,37,other,leisure,0.07194244604316546
c4a5d6d5-39e7-4ccb-a2ca-e148e62a4f03,weekday,37,other,other,0.2517985611510791
3b03e617-5de4-4371-bf07-69f19278f14b,weekday,38,home,home,0.007936507936507936
2de26cb8-7cd4-4da3-a5ed-07d72de103b4,weekday,38,home,work,0.12447786131996658
84c15428-e5b8-4212-9a58-251f46f85443,weekday,38,home,shopping,0.6136173767752715
2a4e1e8d-b14a-4545-b160-d0854e19aeee,weekday,38,home,leisure,0.14369256474519632
2a00be70-321f-4e05-80aa-1d1baa7b4e3a,weekday,38,home,other,0.11027568922305764
35ce3ec4-3563-481e-a707-e4d736f8b9c8,weekday,38,work,home,0.2694610778443114
84d40998-6ad8-4ed9-aa8c-2f94ed92496b,weekday,38,work,work,0.592814371257485
7be05a72-8be0-4983-9baa-948b871b7eda,weekday,38,work,shopping,0.08383233532934131
7a0a48b8-5560-45b7-9211-ad9d98873d49,weekday,38,work,leisure,0.029940119760479042
2a45a392-10e4-4385-bcbc-534ec197b3b4,weekday,38,work,other,0.023952095808383235
806ea4cf-3e45-4bc4-9646-aafdf8f36205,weekday,38,shopping,home,0.5823798627002288
38a56fa3-b9c5-41c2-9a4a-8befacfba164,weekday,38,shopping,work,0.04004576659038902
857d46e9-1040-4f37-93ac-75c1e55c5667,weekday,38,shopping,shopping,0.3123569794050343
2c9cccf7-7385-479c-91cc-9574b27b80be,weekday,38,shopping,leisure,0.034324942791762014
af3e4351-3eae-47db-9935-e4a3156bb5d9,weekday,38,shopping,other,0.030892448512585814
94ad56b4-d730-4009-b8b1-793f2723a7c5,weekday,38,leisure,home,0.4835164835164835
ada647e0-c8f8-423a-910f-fc14d339fed4,weekday,38,leisure,work,0.04395604395604396
80f8a102-6be0-4f08-ac0a-df88884bded4,weekday,38,leisure,shopping,0.27472527472527475
ec35e658-d94f-4b03-b667-ed6346930364,weekday,38,leisure,leisure,0.17582417582417584
0cc4245a-9dd5-4b55-96f2-f4b5638a550d,weekday,38,leisure,other,0.02197802197802198
f75955f7-a576-4ff3-a9b3-cdd8c5affe19,weekday,38,other,home,0.4270833333333333
1025a31f-d717-4adf-a2e8-513a87d38a8f,weekday,38,other,work,0.057291666666666664
8d85f997-73b9-473c-a353-37fbaa4f88d6,weekday,38,other,shopping,0.21354166666666666
7483302a-a0d5-442f-9f84-6ad79df5a812,weekday,38,other,leisure,0.057291666666666664
486b1fc7-8e43-458c-95ed-aeaa81c715a6,weekday,38,other,other,0.24479166666666666
42de7238-da90-409a-9a45-2f41b5e31a76,weekday,39,home,home,0.00827966881324747
65ecdc3a-8591-4459-89ac-b59e0700afda,weekday,39,home,work,0.11131554737810488
dfeffdf1-24a4-469a-89fe-b02033b550c9,weekday,39,home,shopping,0.5979760809567617
faef8157-4da1-4fc6-b372-0595e3376b13,weekday,39,home,leisure,0.16835326586936522
d19432be-0fbd-4c74-a468-7b38c8f7d117,weekday,39,home,other,0.1140754369825207
fddd6c62-ee7d-49b5-9595-e07a5124b80c,weekday,39,work,home,0.17894736842105263
3af0ebdc-5b60-4ad4-b19d-26c14bea6115,weekday,39,work,work,0.7052631578947368
8548f247-a02c-48ab-9271-941056ecd246,weekday,39,work,shopping,0.08421052631578947
1d2cf232-b443-45d3-bdbf-8a1bdf94d775,weekday,39,work,leisure,0.010526315789473684
9682f2b9-7f1a-4140-89fd-bec584f4848c,weekday,39,work,other,0.021052631578947368
12e145ea-d56c-4866-8ef2-e2a80aef8538,weekday,39,shopping,home,0.5939553219448095
1baa609e-4d32-45a2-bace-8ce9b5bdaaab,weekday,39,shopping,work,0.022339027595269383
4f5504f8-9430-4751-b37f-6f4725f37899,weekday,39,shopping,shopping,0.3442838370565046
9f60af81-96d1-4ca0-94a6-81397c1a9b02,weekday,39,shopping,leisure,0.02102496714848883
f5b8e15e-7e36-41a6-8391-24fbfed10f83,weekday,39,shopping,other,0.018396846254927726
c463d849-5ac7-4069-a19a-b2d57c89dcca,weekday,39,leisure,home,0.6
885b5bb9-e2a5-4efe-8e1c-7bc6364a82f3,weekday,39,leisure,work,0.03076923076923077
d3868d9d-85a7-4c4a-b430-a91b3e7c380a,weekday,39,leisure,shopping,0.26153846153846155
1df54a70-7403-4074-8ff6-e9cfde3ef6d7,weekday,39,leisure,leisure,0.1076923076923077
9ebd9c00-218e-4b09-bad9-343ad02a0d2a,weekday,39,leisure,other,0
dfe7e112-8fe9-4723-b998-ff4bdcb93bd6,weekday,39,other,home,0.35384615384615387
1f241818-978f-4737-9546-490e03ec0fb8,weekday,39,other,work,0.07692307692307693
1c37a5d8-00ba-4006-b2d0-a5ada2d69613,weekday,39,other,shopping,0.2692307692307692
37b34583-eaf5-4ac2-83c0-42999b3e5e6c,weekday,39,other,leisure,0.05384615384615385
bed3963f-a283-4f2c-b023-573399c20355,weekday,39,other,other,0.24615384615384617
80eb7496-b107-4d81-8c1d-3d4a63a323c7,weekday,40,home,home,0.01061434544869733
f8d85230-95cf-4cfa-a355-6180e0cdf852,weekday,40,home,work,0.07687359279511097
2ed5c9ca-f43f-4ab8-897c-57ed9c7c7ed5,weekday,40,home,shopping,0.6748150530717273
782a4681-387c-4ec2-9c47-d9f0ab5cc411,weekday,40,home,leisure,0.170151174010936
5f42372a-8885-4c3d-b032-3cb4c08f799f,weekday,40,home,other,0.06754583467352847
cb49f9f7-9b2b-440e-afa9-6cb5a8b34c6f,weekday,40,work,home,0.2824074074074074
c7123882-f0ac-4f12-bd86-6f7c255e0e73,weekday,40,work,work,0.5185185185185185
6c6007d6-a07d-4d18-aab0-2586779bd947,weekday,40,work,shopping,0.16203703703703703
b20328b9-5732-4854-944e-244977322510,weekday,40,work,leisure,0.018518518518518517
bd2a3042-e632-4592-b4ab-703c66626804,weekday,40,work,other,0.018518518518518517
5a3565a3-0b6f-4352-a9d5-b9b674e3b599,weekday,40,shopping,home,0.6046901172529313
4b96b948-c4fb-4148-8ebf-e54f16aa5c0d,weekday,40,shopping,work,0.01423785594639866
d3e40ff5-46f3-4148-b833-03369fb05649,weekday,40,shopping,shopping,0.32160804020100503
ec9f9a69-e4a2-4f9f-8b48-6f2289ad0aae,weekday,40,shopping,leisure,0.03015075376884422
5b445ead-d9ce-4266-8b9a-50e603bbef00,weekday,40,shopping,other,0.02931323283082077
d55f45e9-d50f-428f-b871-c46eb828bb0a,weekday,40,leisure,home,0.5941176470588235
803e2abe-a1b6-4518-9064-891918720d9c,weekday,40,leisure,work,0
691491e9-d0ba-4a0c-b3b2-4999204d50ae,weekday,40,leisure,shopping,0.27058823529411763
7409e84f-3903-43db-8a2b-2712150d1832,weekday,40,leisure,leisure,0.09411764705882353
3d383e6a-ebc0-498b-855a-f03f96c1437f,weekday,40,leisure,other,0.041176470588235294
0a296168-efdc-4c6a-b435-7ac0c725e367,weekday,40,other,home,0.3682008368200837
fafdcb3c-3e49-4868-831c-842e31428409,weekday,40,other,work,0.03765690376569038
331783d2-07dc-4bf3-ac4b-f300c4bdd95e,weekday,40,other,shopping,0.301255230125523
89d67c38-f452-471e-9556-1edb02e55a23,weekday,40,other,leisure,0.04602510460251046
286f0afb-4a4b-4d02-9c72-856d56d5e68e,weekday,40,other,other,0.24686192468619247
5a3d3057-0e66-4032-ab63-31afe2acd3ca,weekday,41,home,home,0.006422018348623854
3ed00c0c-b6c9-4214-9699-f3c4c9ebfdeb,weekday,41,home,work,0.07431192660550459
ab76f12f-1801-420b-8ee3-203e4974d162,weekday,41,home,shopping,0.7
d36fae5f-97a5-457d-b865-d067605af47a,weekday,41,home,leisure,0.13394495412844037
b72f53a2-a148-4414-a050-348f6a2c33ee,weekday,41,home,other,0.0853211009174312
3b0acbee-0180-4f89-9c9c-203dbe032152,weekday,41,work,home,0.3302752293577982
ed4b3844-4bf3-4638-8dbe-64dbd40c6733,weekday,41,work,work,0.4954128440366973
cf3ba5e4-87a5-4698-9292-50d9e41ed62e,weekday,41,work,shopping,0.10091743119266056
8d1b1feb-4ec2-4b30-9a0a-8d5e07dd8413,weekday,41,work,leisure,0.009174311926605505
e3daba01-b375-4014-83b9-b7628308b022,weekday,41,work,other,0.06422018348623854
84dc2eb6-9d99-4830-aab4-8d291ffdd992,weekday,41,shopping,home,0.6146146146146146
3b7c7f24-faa7-46ea-8502-5258f428a970,weekday,41,shopping,work,0.021021021021021023
a9a982dd-557e-4b13-be2b-1716ae4b2c1e,weekday,41,shopping,shopping,0.30930930930930933
02ed1274-ca60-4917-8bbd-706b346280ee,weekday,41,shopping,leisure,0.03003003003003003
855b20e0-bbe2-45c8-bc95-fd3948ff0597,weekday,41,shopping,other,0.025025025025025027
3c4e5059-3ca2-4d31-8b92-2f889c43d72d,weekday,41,leisure,home,0.5486725663716814
5a724b53-969e-4a92-bfde-09790222456c,weekday,41,leisure,work,0.008849557522123894
4ff4a616-5c5c-4b8c-95f8-de93f308d7f4,weekday,41,leisure,shopping,0.2743362831858407
0f879106-5dea-4c20-a712-3e9c052cfc84,weekday,41,leisure,leisure,0.13274336283185842
6e5c8fd1-c2c5-484b-a5cc-ad0b5fd8c381,weekday,41,leisure,other,0.035398230088495575
2511c3ba-637c-41bf-9787-c9e97eccc3f9,weekday,41,other,home,0.4206896551724138
7f118219-300b-444e-ac20-6bf41f0e35ea,weekday,41,other,work,0.020689655172413793
ed02e254-1794-46d5-8334-3b365a76e0e6,weekday,41,other,shopping,0.2413793103448276
78d497be-17ce-4c9b-b566-d0fae4a83951,weekday,41,other,leisure,0.06206896551724138
5e78eadd-b135-4529-8fc4-196d5209f83d,weekday,41,other,other,0.25517241379310346
8f4ccdca-6697-47c1-87ea-29e568049093,weekday,42,home,home,0.009402654867256638
03a8e7cd-4a40-4b64-85a6-b3c66a64438b,weekday,42,home,work,0.08573008849557522
51e23fa8-cd35-4bf4-b5a4-60ca43655940,weekday,42,home,shopping,0.6764380530973452
1c40d039-48e3-4131-8583-0266bdaeac36,weekday,42,home,leisure,0.13716814159292035
0225c482-0d2e-46cd-801c-03f966b88a2d,weekday,42,home,other,0.09126106194690266
afab90cf-4d70-4dc9-bb65-eb5e6a889cab,weekday,42,work,home,0.34183673469387754
fdd746b5-91e4-4d1c-ae46-a9dcf12b594d,weekday,42,work,work,0.5051020408163265
6abc1ab5-6db7-40d1-8c00-de5c003d94cf,weekday,42,work,shopping,0.09693877551020408
82f37939-c255-480b-9066-a1f7cb39ebda,weekday,42,work,leisure,0.030612244897959183
d6397bab-f51e-4c11-b11f-6326756baf17,weekday,42,work,other,0.025510204081632654
48657b5f-40fd-4434-abc1-4fa6b929db76,weekday,42,shopping,home,0.6636986301369863
f2d9da5a-76a8-40d0-ae3c-645e5d057d6a,weekday,42,shopping,work,0.01780821917808219
0e1c37e3-7364-4b8f-800d-65c83a0b7da1,weekday,42,shopping,shopping,0.273972602739726
ab0bbc0f-df5c-4aca-880e-473dacee4868,weekday,42,shopping,leisure,0.028767123287671233
6a33c32d-30fa-488f-b60e-300fd5609471,weekday,42,shopping,other,0.015753424657534248
d94fdbbf-a101-48d7-b430-060825e6c6d6,weekday,42,leisure,home,0.576271186440678
902b91f5-0818-4946-a6bf-1654b0a95a98,weekday,42,leisure,work,0.02824858757062147
cc72f6ef-5491-4881-8886-f91673115a8d,weekday,42,leisure,shopping,0.2994350282485876
1465741f-7142-46d0-a4fe-c7efc588eac3,weekday,42,leisure,leisure,0.07909604519774012
6b01025f-a669-45ad-b691-9c355b77296f,weekday,42,leisure,other,0.01694915254237288
1cb332d1-1181-40a0-80ff-d846c2d5d5c1,weekday,42,other,home,0.3972602739726027
3c88daf0-a29b-473f-b123-a5c65763ace7,weekday,42,other,work,0.0182648401826484
71be908f-7df0-4c83-8df5-8ad2f4bb1e1f,weekday,42,other,shopping,0.2648401826484018
9d6766d2-0aba-4280-9023-fa488d59e91c,weekday,42,other,leisure,0.0182648401826484
e959062e-047d-4756-a4c1-171f80c53a49,weekday,42,other,other,0.3013698630136986
5054a44a-633c-463b-b5d6-5b1dbf4bf71c,weekday,43,home,home,0.006906077348066298
cd033bd6-87bd-496a-b69b-696e1dc38ab1,weekday,43,home,work,0.09116022099447514
c4375b7d-62df-4aa9-9b4d-18e986cad206,weekday,43,home,shopping,0.6146408839779005
a2868566-32e0-4aad-8449-bea863b22bab,weekday,43,home,leisure,0.1643646408839779
a293d067-b218-43dd-bfad-fd88fdff5373,weekday,43,home,other,0.12292817679558012
4a9e9003-fc2c-4225-b628-c81648bd2a15,weekday,43,work,home,0.2833333333333333
0a2eb47c-086a-4b59-9c5e-3fa4a65c875a,weekday,43,work,work,0.49166666666666664
8ba3aac7-6e05-49de-8c33-882ace36f6e2,weekday,43,work,shopping,0.175
d56260d8-3a31-4c0f-9159-7ec298d22735,weekday,43,work,leisure,0.03333333333333333
461e9336-bfbc-423f-9409-96b7d33265fc,weekday,43,work,other,0.016666666666666666
666a8b1b-3d36-40cd-8435-4b645a7bed5f,weekday,43,shopping,home,0.6595744680851063
a9cecd40-d5be-43ae-b2b6-af5a217f2b5a,weekday,43,shopping,work,0.011063829787234043
fdcd2d63-ab8a-42b2-9a06-191d1733db64,weekday,43,shopping,shopping,0.2817021276595745
eb2f5e19-3fca-415b-927a-e7696de04925,weekday,43,shopping,leisure,0.023829787234042554
e7251ed6-cd57-4d1e-b054-d5eedad38345,weekday,43,shopping,other,0.023829787234042554
560c7b6f-7273-4008-b1b6-c1e19ec91ddf,weekday,43,leisure,home,0.6481481481481481
b43fee02-f60a-42a6-875c-15ace381724c,weekday,43,leisure,work,0.009259259259259259
2cf7fd8a-3362-4620-9ae4-83fd90fa9aac,weekday,43,leisure,shopping,0.19444444444444445
64079477-b5af-44e9-ae46-42c344f13858,weekday,43,leisure,leisure,0.08333333333333333
4e376be6-4f39-4601-af00-db1b1cfc0ec2,weekday,43,leisure,other,0.06481481481481481
eddc526a-07eb-424a-aac8-3c541444c6fc,weekday,43,other,home,0.427536231884058
229a1a1d-beed-48a4-8f6e-831bff13ae72,weekday,43,other,work,0.021739130434782608
733ebfae-f105-419d-b4aa-c547a55e83c7,weekday,43,other,shopping,0.2753623188405797
62931f71-2331-4a27-a311-1601efec2f71,weekday,43,other,leisure,0.07246376811594203
cf63e4d1-11f2-4eb9-86e2-5d6927608de8,weekday,43,other,other,0.2028985507246377
46f20e81-4d50-4152-a7bc-c4060d3903cf,weekday,44,home,home,0.012987012987012988
007e5493-d1a5-4d9c-916a-66754ebe70f2,weekday,44,home,work,0.07683982683982683
4e2f47f6-4a19-42a6-be82-37ab20df8816,weekday,44,home,shopping,0.6726190476190477
b6dd27bc-2886-4765-a95c-d336e89240b7,weekday,44,home,leisure,0.14826839826839827
83d505fc-9b8a-455b-a1a3-cf1c76171fb7,weekday,44,home,other,0.08928571428571429
f867dc24-869d-4b8f-ad00-8e533f88ff97,weekday,44,work,home,0.4274611398963731
dbba65d8-c955-4ed1-bc39-9600b1e9e806,weekday,44,work,work,0.36787564766839376
f0ee8a60-db24-4937-89c0-55e1c86abf9e,weekday,44,work,shopping,0.14766839378238342
26059bda-1b9c-401b-8a66-410ba7fd40fd,weekday,44,work,leisure,0.02849740932642487
a19f749b-4691-48e2-889a-51b167520d24,weekday,44,work,other,0.02849740932642487
601b5a32-dc18-466b-9899-9386cfaa5786,weekday,44,shopping,home,0.680593732820231
1af76272-72e8-4112-9e41-ff0df3ba5ff6,weekday,44,shopping,work,0.012644310060472787
2aaad81d-d9a3-4b92-8413-17a04725e7c2,weekday,44,shopping,shopping,0.25288620120945576
aef9fe1a-c855-4ac8-bcdd-f9786413c597,weekday,44,shopping,leisure,0.03188565145684442
0bd06f5d-920b-4711-83c7-f5837a2fe9ef,weekday,44,shopping,other,0.02199010445299615
92f08fa1-51ef-4e29-9fa1-2209587bab1a,weekday,44,leisure,home,0.6594202898550725
c578d55d-5949-4e24-8e63-995139f18854,weekday,44,leisure,work,0.018115942028985508
b4a852a9-bc4f-4e72-8ec0-2533d9af9d8d,weekday,44,leisure,shopping,0.2246376811594203
78c771e2-c077-4a34-a5a0-5fb460d29646,weekday,44,leisure,leisure,0.06521739130434782
59729267-7dcb-409a-bcac-b4a810ffbf17,weekday,44,leisure,other,0.03260869565217391
7ccbf54b-8ed7-41c2-8cfa-6584c8a80138,weekday,44,other,home,0.483739837398374
8fc57201-652f-45bd-9911-10951069d1ed,weekday,44,other,work,0.02032520325203252
dbd2fdc4-022f-4342-b3a4-e1bf5f22dfdd,weekday,44,other,shopping,0.23983739837398374
d83826a3-2621-4062-8b05-7bc53f632e76,weekday,44,other,leisure,0.012195121951219513
b6a1daaf-fa78-4d1e-a5ad-12c7bf2ab1d2,weekday,44,other,other,0.24390243902439024
9c605f6b-cb3b-407e-8037-5a30e766073e,weekday,45,home,home,0.012084592145015106
19b4d560-c74e-49ca-983a-ba4a5230d20f,weekday,45,home,work,0.07854984894259819
1db1d0e2-d59e-4856-9d1e-5eb89c7d7e16,weekday,45,home,shopping,0.6057401812688822
b51ef6dc-584b-4d84-bc6d-e3fbc621a111,weekday,45,home,leisure,0.1283987915407855
14003e97-be3e-4c6a-bd3c-e9636153db7d,weekday,45,home,other,0.17522658610271905
1f719df3-5d1c-497d-aac9-7b3a305d0ffa,weekday,45,work,home,0.4492753623188406
21ff8e50-6f40-44bc-ba0f-216a420284e7,weekday,45,work,work,0.3333333333333333
a2d932cd-1b7e-47f9-8929-20b3e72b3d16,weekday,45,work,shopping,0.13043478260869565
edbf8cc8-6f90-4e31-b8ca-7a371d84f7aa,weekday,45,work,leisure,0.01932367149758454
b8985099-5604-4dd9-8650-cb9519c00bc4,weekday,45,work,other,0.06763285024154589
32b35b96-1a77-4a49-acab-24e34ca00b73,weekday,45,shopping,home,0.6734177215189874
42cfcd6b-104b-4057-8b1e-f73aefddb220,weekday,45,shopping,work,0.015189873417721518
c838aabb-92aa-4f6e-a0e6-c3f4449ff60d,weekday,45,shopping,shopping,0.2582278481012658
f90f1412-acbb-4bb7-bec0-3cb6a9f42124,weekday,45,shopping,leisure,0.031223628691983123
0bd28879-554f-4e00-83a6-40e195fe9f40,weekday,45,shopping,other,0.021940928270042195
1da18455-140a-48ce-bf3e-da38cb78980e,weekday,45,leisure,home,0.6726190476190477
7f7e09e6-735e-4810-a5bd-16fb1ae0bf59,weekday,45,leisure,work,0.005952380952380952
f9a55c0d-0ee3-43db-8b8b-0927925e531d,weekday,45,leisure,shopping,0.23809523809523808
d27b8201-5eb5-4d03-bff3-4f235b3aaddc,weekday,45,leisure,leisure,0.05357142857142857
bedf8096-9787-40e9-bfd6-3fdc986a3634,weekday,45,leisure,other,0.02976190476190476
cee6ec52-8d17-43e4-b6b8-975d9a82fdb9,weekday,45,other,home,0.4632768361581921
979f94c5-27f0-493f-9092-da242d064bf0,weekday,45,other,work,0.022598870056497175
d5779e7b-d942-432e-bd73-7a6999d21c03,weekday,45,other,shopping,0.20903954802259886
66b8791f-44db-4a18-9d2e-050d1b9af13a,weekday,45,other,leisure,0.04519774011299435
b7c30278-e59b-4525-b41e-ecc72dd32d3c,weekday,45,other,other,0.2598870056497175
36076351-0b67-4fef-93de-421fe8aa4e9f,weekday,46,home,home,0.010238907849829351
771ce145-864e-4867-9360-6ad624703f60,weekday,46,home,work,0.09641638225255973
f98703c3-0d51-482d-ab7b-0def01ff2640,weekday,46,home,shopping,0.6040955631399317
188c4bb0-4f75-4c70-b293-46b9064ffcca,weekday,46,home,leisure,0.16040955631399317
10f6b85a-d7c4-48e3-b4b0-297e26416204,weekday,46,home,other,0.128839590443686
be8db7af-add8-492c-b154-c061db4a870a,weekday,46,work,home,0.4482758620689655
ffefea3e-4020-4ab3-815f-0117e5e01426,weekday,46,work,work,0.2572944297082228
7fbc29d3-8b41-4023-ac30-5dec168b6a2e,weekday,46,work,shopping,0.19363395225464192
0d15c1f2-4e0b-4b64-8450-5593636e6ac4,weekday,46,work,leisure,0.058355437665782495
9a45d256-d31f-423b-bcb8-f53212e51023,weekday,46,work,other,0.042440318302387266
b8f9cc29-aaef-496e-8ca8-e210152f5a52,weekday,46,shopping,home,0.648005148005148
a837cf54-4c90-4d22-b726-c31f0a20e163,weekday,46,shopping,work,0.019948519948519948
401fabb6-e8b8-4b93-85e1-7aa157691034,weekday,46,shopping,shopping,0.2805662805662806
44c538f6-e5ba-458c-89ea-ea68a4815a28,weekday,46,shopping,leisure,0.029601029601029602
45ad373f-6900-4d68-980c-28de6642d52a,weekday,46,shopping,other,0.021879021879021878
40b4d941-ea97-4c25-b1ae-dfedad58fdf8,weekday,46,leisure,home,0.6905537459283387
97a81989-365b-4b0d-b702-de7e2d7395a1,weekday,46,leisure,work,0.013029315960912053
d1eb049f-3de8-4be6-9f2e-2ffbe7f8e931,weekday,46,leisure,shopping,0.1986970684039088
6f8e8b6c-2167-4d9e-83a9-5cfa11ed3fb6,weekday,46,leisure,leisure,0.08143322475570032
02b73ad9-fadd-4c73-927b-6df8441acdeb,weekday,46,leisure,other,0.016286644951140065
5739d4fa-70e8-4a46-93a8-e126c42a2455,weekday,46,other,home,0.49416342412451364
cda819c7-e12c-4c09-991d-03376e470516,weekday,46,other,work,0.01556420233463035
a040d829-5044-4176-ba7c-f9cfa32868f8,weekday,46,other,shopping,0.15953307392996108
c86cec0d-28b4-460a-a63b-334108473099,weekday,46,other,leisure,0.03501945525291829
fa8d1afa-907c-4e81-8069-e4cec4df417f,weekday,46,other,other,0.29571984435797666
dd382cfe-647e-4c96-b698-419f5bec46a3,weekday,47,home,home,0.005555555555555556
a157846b-268d-407d-9beb-62a5017506ff,weekday,47,home,work,0.11481481481481481
a7497bd3-d24b-4768-8210-dc5b18556388,weekday,47,home,shopping,0.5092592592592593
df8b239f-176e-4870-803f-152194caf201,weekday,47,home,leisure,0.15185185185185185
58df3f04-048c-4f33-9da8-6af6532503b2,weekday,47,home,other,0.21851851851851853
c5ff7f8a-0910-45e2-80ec-f5a6cd8071d0,weekday,47,work,home,0.4635036496350365
1e2c40ff-343d-44d1-976c-5eab3dfc64ec,weekday,47,work,work,0.24817518248175183
f6233b26-5edf-46d4-b09c-413675da60df,weekday,47,work,shopping,0.20072992700729927
74055df3-fe88-428c-a700-3f1c75262ff7,weekday,47,work,leisure,0.05474452554744526
3374b1dc-5ac7-451f-965a-13ae7762825a,weekday,47,work,other,0.032846715328467155
672fd2c7-33dd-4068-93ef-335ebe05752f,weekday,47,shopping,home,0.6801437556154537
3f090240-638d-4871-8546-8b1b81315076,weekday,47,shopping,work,0.017070979335130278
e1b69ba1-f2e4-4c5b-acd6-fc7a786cfba1,weekday,47,shopping,shopping,0.23360287511230907
04fb02ed-f7f6-4adb-875e-4ae490cd3860,weekday,47,shopping,leisure,0.03504043126684636
7cd2e671-0236-4be8-b390-f12bd87c70b7,weekday,47,shopping,other,0.034141958670260555
c9fa02e6-db8d-4fed-8699-ca4218fbd820,weekday,47,leisure,home,0.7062146892655368
fbdedd98-a348-4f6e-9859-028de02f8077,weekday,47,leisure,work,0.03954802259887006
da396ab7-0872-42e7-98df-aa3f930e435d,weekday,47,leisure,shopping,0.14689265536723164
d43a7a8d-ad6b-42c4-a8a7-09221f3b2cb5,weekday,47,leisure,leisure,0.062146892655367235
f6e00267-401d-43f2-8fd9-f13239f41866,weekday,47,leisure,other,0.04519774011299435
05c67433-36e7-457f-80ef-0b127fb96820,weekday,47,other,home,0.572139303482587
bbfe08b8-685c-4885-8d11-41372857baa5,weekday,47,other,work,0.014925373134328358
0477458b-81d2-4b2f-b064-4a9f014f48b7,weekday,47,other,shopping,0.15422885572139303
498608b1-584c-41bf-9ff6-62979e5ab873,weekday,47,other,leisure,0.024875621890547265
a1ed4018-473c-4cf6-917c-0187851eb23b,weekday,47,other,other,0.23383084577114427
714fdc01-6a88-4d87-8eff-32a7f8194a02,weekday,48,home,home,0.0150093808630394
e281b125-1ce9-4447-bda1-5cbb4e8445a9,weekday,48,home,work,0.11819887429643527
cf27c7c9-4cbe-416a-84f0-02a5257f94b5,weekday,48,home,shopping,0.5365853658536586
5164767b-6867-4acb-855e-36fcb4339e6f,weekday,48,home,leisure,0.16416510318949343
9a0589f6-e249-4454-9ef1-31670f7fdbcb,weekday,48,home,other,0.16604127579737335
3b1d0eae-f5cf-4210-b8bf-43fb67653eb3,weekday,48,work,home,0.5976744186046512
10db5fa4-dbd2-46c2-92bd-0f6cee589802,weekday,48,work,work,0.12558139534883722
b59d77d2-d5b4-4ccd-8827-0dc923672a96,weekday,48,work,shopping,0.17054263565891473
36582817-1603-47bf-9b92-3218d88ddc4f,weekday,48,work,leisure,0.056589147286821705
fc195477-6a49-4219-966f-e2b4a59abbf0,weekday,48,work,other,0.04961240310077519
27a235ed-ad5d-4e59-98b5-1e57be7c8b1c,weekday,48,shopping,home,0.6829590488771466
aab6f651-c1df-45cb-b918-04356c3c1692,weekday,48,shopping,work,0.02774108322324967
d17e6834-ffc4-4174-a1da-9a0b0178892a,weekday,48,shopping,shopping,0.23513870541611626
3a103e52-ef5d-4b33-a5cf-69a571150848,weekday,48,shopping,leisure,0.023778071334214
eea55c57-4640-40ab-a3c3-d7e7b90a228e,weekday,48,shopping,other,0.03038309114927345
26b5629f-66db-4ec6-8df0-0fedc571bf6b,weekday,48,leisure,home,0.6722689075630253
d89c82a2-8c07-49ee-9b35-331f50027ecc,weekday,48,leisure,work,0.028011204481792718
2fa7a4fc-2f95-4db4-aad1-79d867dc85d7,weekday,48,leisure,shopping,0.17366946778711484
112ca146-fd34-4860-8fed-2ce9bafbe042,weekday,48,leisure,leisure,0.09523809523809523
a7ff5656-1537-4aae-b619-55467e558851,weekday,48,leisure,other,0.03081232492997199
c7dab1b3-d71d-4660-9607-41d12eefd714,weekday,48,other,home,0.5828402366863905
28b983b0-893b-4b12-b1cb-fcecd3b4380c,weekday,48,other,work,0.03254437869822485
c252a268-b6f3-4b6d-b51b-be8cde06222c,weekday,48,other,shopping,0.14201183431952663
