uuid,day_type,time,poi_type,categorical_location,probability
36e2350a-e8da-4e8c-a2b8-3547c4a57b73,weekday,12:00-14:00,leisure,supermarket,0.02095238095238095
c12caf00-b102-497b-b4c6-413f5d71b940,weekday,12:00-14:00,leisure,other_shop,0
f86f730d-4d95-46ba-b61d-85edb0c9b177,weekday,12:00-14:00,leisure,medicinal,0
141e695f-b8e9-41d2-a1f2-bc7192315534,weekday,12:00-14:00,leisure,home,0.3647619047619048
3d5814f8-fb4d-4460-8062-4ea74f5cafb9,weekday,12:00-14:00,leisure,services,0
6d83d37a-a683-4196-b26e-8cf79f07220f,weekday,12:00-14:00,leisure,bbpg,0
2bcc9785-c565-49cf-b72d-66822d85f439,weekday,12:00-14:00,leisure,religious,0.04285714285714286
2b28c7d0-06a1-414a-bd8e-82598bc2d8b6,weekday,12:00-14:00,leisure,restaurant,0.3047619047619048
9278f5f5-0e45-466d-9723-e907d5a48c68,weekday,12:00-14:00,leisure,sports,0.22380952380952382
7ed8f20a-e5bd-45bd-9d12-720e3dd05cc0,weekday,12:00-14:00,leisure,culture,0.04285714285714286
74c90081-d012-498b-9a47-75972cdee209,weekday,14:00-18:00,leisure,supermarket,0.014442700156985872
61499727-951e-45dd-8f1a-223c4a1d8020,weekday,14:00-18:00,leisure,other_shop,0
8b040718-af75-4868-a9b4-b2375f02f727,weekday,14:00-18:00,leisure,medicinal,0
05a1e5ba-c3cf-49c2-8a80-fa73639173c5,weekday,14:00-18:00,leisure,home,0.47346938775510206
4d9941bc-aa07-4680-ac08-5c5462831cbb,weekday,14:00-18:00,leisure,services,0
731f6ce1-0467-467b-919a-470c2560ad0f,weekday,14:00-18:00,leisure,bbpg,0
09fc2a12-32cb-421c-b717-ebccbdc2ae51,weekday,14:00-18:00,leisure,religious,0.029513343799058084
8ebfbda4-ac99-4eff-8ebe-6963f7d1414d,weekday,14:00-18:00,leisure,restaurant,0.09105180533751962
6fc35aaa-5300-4686-9757-651b080935af,weekday,14:00-18:00,leisure,sports,0.34725274725274724
51818322-768e-4ce7-8a08-3eb78b5f6a94,weekday,14:00-18:00,leisure,culture,0.04427001569858713
e03dfb24-9308-4c68-becd-695bb8400935,weekday,18:00-23:00,leisure,supermarket,0.0026423957721667646
387469d1-162d-4162-bd19-162fedb110d2,weekday,18:00-23:00,leisure,other_shop,0
70ed97a0-b7ce-4814-97e8-46b0aa258829,weekday,18:00-23:00,leisure,medicinal,0
639510d6-3245-4879-90dd-7c92ed46e15b,weekday,18:00-23:00,leisure,home,0.32971227246036405
08b7b8d4-c48d-4f30-ada2-afcd819ef079,weekday,18:00-23:00,leisure,services,0
80232e1a-e343-40eb-96f0-8e057426e1a4,weekday,18:00-23:00,leisure,bbpg,0
ead65f38-e381-4ff7-823f-4f2678a76d05,weekday,18:00-23:00,leisure,religious,0.021432765707574866
65de5850-f855-4362-8585-240cf844f607,weekday,18:00-23:00,leisure,restaurant,0.18555490311215503
f5cc4b21-511a-4c8f-88ca-c6ae93af22d9,weekday,18:00-23:00,leisure,sports,0.3840281855549031
ff223cf6-0e55-4cb5-9e3f-045c4a7ac08f,weekday,18:00-23:00,leisure,culture,0.07662947739283617
6c041c6e-a97b-4c07-ac87-858065722551,weekday,23:00-5:00,leisure,supermarket,0
adc45186-fba6-4deb-973b-fbbb426dfeb6,weekday,23:00-5:00,leisure,other_shop,0
479555ef-d356-4f91-b0eb-bd206d2834a9,weekday,23:00-5:00,leisure,medicinal,0
96517989-385a-4c31-9ef0-382804bd4466,weekday,23:00-5:00,leisure,home,0.43333333333333335
7e4e7173-0de5-4169-9a32-a552e8b74da8,weekday,23:00-5:00,leisure,services,0
a687815d-2fd9-4b72-b3e0-df9e234fca76,weekday,23:00-5:00,leisure,bbpg,0
74660881-dd23-4c88-8ab6-b47f679b1ae3,weekday,23:00-5:00,leisure,religious,0.03333333333333333
f42441a7-2166-421b-b1be-e6c557143b7a,weekday,23:00-5:00,leisure,restaurant,0.43333333333333335
2d665a21-061b-46c7-81e3-3d11e3d74977,weekday,23:00-5:00,leisure,sports,0.03333333333333333
8440c907-9f20-43f0-90d1-071bc8c6d0af,weekday,23:00-5:00,leisure,culture,0.06666666666666667
f320f48c-7dca-4293-80bb-6f87e7390a31,weekday,5:00-10:00,other,supermarket,0.1
4f693f76-f472-4d31-a2dd-26344f93dcf7,weekday,5:00-10:00,other,other_shop,0.1
7ae36d7d-9a8b-4142-9be7-42726807e8b1,weekday,5:00-10:00,other,medicinal,0.1
6e17bb0a-dcf2-4da4-bdbd-860981be68ba,weekday,5:00-10:00,other,home,0.1
baab3723-a990-4db9-ab8c-a82815de2018,weekday,5:00-10:00,other,services,0.1
aa07c28f-0851-4a81-9da7-607765564d37,weekday,5:00-10:00,other,bbpg,0.1
b48ceae2-32aa-4ab5-b25b-774258166864,weekday,5:00-10:00,other,religious,0.1
37a06a03-fa43-4384-98f3-faac0e6a79cd,weekday,5:00-10:00,other,restaurant,0.1
79f585ed-e80d-4c3a-8a7b-b43b5a5103e1,weekday,5:00-10:00,other,sports,0.1
ae7a54e7-6f15-442c-9028-0c623996afd4,weekday,5:00-10:00,other,culture,0.1
99731415-5bb1-4833-a492-3732e4f317e2,weekday,10:00-12:00,other,supermarket,0.1
4b776d91-5d8e-40c4-a05b-63b13dbe2b2a,weekday,10:00-12:00,other,other_shop,0.1
2db1a6b8-23ff-47c2-96d2-8097cf79d714,weekday,10:00-12:00,other,medicinal,0.1
633e21f7-b7e5-4e03-a33b-e6b28592e81c,weekday,10:00-12:00,other,home,0.1
e69eaebc-6d69-4b74-921f-8246a53fb7c8,weekday,10:00-12:00,other,services,0.1
49e40786-4c90-4b95-a96f-fa026ecd7030,weekday,10:00-12:00,other,bbpg,0.1
50492024-74b7-47e8-84a7-f4bc2020758d,weekday,10:00-12:00,other,religious,0.1
d2f7cdc4-2fd2-459e-8826-66e6e4bc5cc4,weekday,10:00-12:00,other,restaurant,0.1
6ab05413-692c-45e4-8739-2752b187a4a6,weekday,10:00-12:00,other,sports,0.1
0f25aabb-da7f-4593-9458-e55a42c909b6,weekday,10:00-12:00,other,culture,0.1
7a3f0531-b120-48b3-9dc2-119e2bbdb0a1,weekday,12:00-14:00,other,supermarket,0.1
2df2be71-a739-4ec6-be06-1dc7e70f146e,weekday,12:00-14:00,other,other_shop,0.1
54992cff-23ee-4d73-a1ca-b9f31bbd1f3b,weekday,12:00-14:00,other,medicinal,0.1
1bb032ca-b911-4f12-8fc1-bf926561d5d3,weekday,12:00-14:00,other,home,0.1
a7cdce44-4414-4214-93e9-12bb1166e69e,weekday,12:00-14:00,other,services,0.1
1dd4d7d8-9283-44e6-8fa9-2c696e23ec0f,weekday,12:00-14:00,other,bbpg,0.1
c5e5e5ae-2fc5-49f4-84f3-1adb52dafa5f,weekday,12:00-14:00,other,religious,0.1
aa53bdc3-040b-460f-8445-c95b97265104,weekday,12:00-14:00,other,restaurant,0.1
b30b910a-4fbe-41ab-a919-77b1735cf8aa,weekday,12:00-14:00,other,sports,0.1
6ccde832-f646-43ef-be77-8373c16665c5,weekday,12:00-14:00,other,culture,0.1
8b7df714-23ac-487d-be9b-14db2d5c14a6,weekday,14:00-18:00,other,supermarket,0.1
597011c3-95d5-4c6c-9d6a-8fa290256953,weekday,14:00-18:00,other,other_shop,0.1
0f73ff68-ed47-4c7e-a859-7bc586a89a22,weekday,14:00-18:00,other,medicinal,0.1
c9c15c96-95af-42f6-b441-b8350eeef81b,weekday,14:00-18:00,other,home,0.1
7237e535-6f2c-4682-9485-33a6e4a585c8,weekday,14:00-18:00,other,services,0.1
4bd705c1-2480-4361-95da-d69936ef0b42,weekday,14:00-18:00,other,bbpg,0.1
373bd826-68bf-4603-a51f-a450aa35fa73,weekday,14:00-18:00,other,religious,0.1
4359d182-2e7d-4e4c-8d79-b0e087e0abd2,weekday,14:00-18:00,other,restaurant,0.1
dab1bf1d-4786-4ae1-aef9-0e2b58ab3915,weekday,14:00-18:00,other,sports,0.1
92c77281-68a4-4115-9442-9edbf52a6f5c,weekday,14:00-18:00,other,culture,0.1
ff942a20-5ce5-4d63-bbd4-5fd44a0c29cb,weekday,18:00-23:00,other,supermarket,0.1
ee88e943-2b9c-4a45-a477-10867c1b61e7,weekday,18:00-23:00,other,other_shop,0.1
42f29243-e966-4360-97cf-c6659865a4b3,weekday,18:00-23:00,other,medicinal,0.1
da47c2b2-fca9-4020-bf21-ddd720b197b1,weekday,18:00-23:00,other,home,0.1
97fe60db-595c-4dda-9971-36c0785708be,weekday,18:00-23:00,other,services,0.1
4f2b3eaa-1dba-489e-9a19-81bf4a56cfca,weekday,18:00-23:00,other,bbpg,0.1
69532f55-30fd-4416-9e8e-23272f5c8295,weekday,18:00-23:00,other,religious,0.1
d8d56fe4-58d3-4d44-bb34-c4609cf313f8,weekday,18:00-23:00,other,restaurant,0.1
23006391-ed8f-4711-b158-6a996bfbf20a,weekday,18:00-23:00,other,sports,0.1
21351dab-f965-4bb0-83c9-555a7f9533a9,weekday,18:00-23:00,other,culture,0.1
c30393a3-e269-4db0-a46d-bc6f107b44bd,weekday,23:00-5:00,other,supermarket,0.1
0122eff3-d523-46d0-9921-616e04681a3c,weekday,23:00-5:00,other,other_shop,0.1
73c3c300-9f29-4a15-89f4-ef29af57bbb9,weekday,23:00-5:00,other,medicinal,0.1
6737d6e3-c013-41ab-9d2b-308a6e4ca394,weekday,23:00-5:00,other,home,0.1
9a8cd0c6-67ef-4bca-80f1-894bc34aaffa,weekday,23:00-5:00,other,services,0.1
759da0b6-1852-44e2-8c61-ae4b95b6c01e,weekday,23:00-5:00,other,bbpg,0.1
3cb18f81-cd17-46ee-be67-b9ebafc8fb25,weekday,23:00-5:00,other,religious,0.1
5113f097-7d73-41ba-b9c7-1709eb762dea,weekday,23:00-5:00,other,restaurant,0.1
b9b40f65-2c83-4f72-8e47-a965f43b483a,weekday,23:00-5:00,other,sports,0.1
0f7d4a75-5aec-42cf-b448-165cd5b51f1f,weekday,23:00-5:00,other,culture,0.1
32a6fb90-710a-49ff-83b1-d81d20e6ee75,saturday,5:00-10:00,shopping,supermarket,0.6987668819729889
98b4bf4c-2576-47ed-9c99-2ec935767ae0,saturday,5:00-10:00,shopping,other_shop,0.1591309453904874
07b052d8-2a5f-498c-8086-c99b0de7a5ad,saturday,5:00-10:00,shopping,medicinal,0.014679976512037582
d26fb94a-b70e-4205-9636-ba2d98c1ccce,saturday,5:00-10:00,shopping,home,0.04638872577803876
6a8484c2-e9ab-4f2f-b554-0aa4df18c4cd,saturday,5:00-10:00,shopping,services,0.0540223135642983
355e563c-3084-449e-b458-0e780bf2222d,saturday,5:00-10:00,shopping,bbpg,0.012331180270111567
87a0dc56-8246-4242-9c31-07b25294aa1f,saturday,5:00-10:00,shopping,religious,0.014092777451556078
88570df9-6f97-4c88-b5bd-959e8f7f0946,saturday,5:00-10:00,shopping,restaurant,0.0005871990604815032
c106623a-2c41-4bfb-a2d3-f8af2f7c19bc,saturday,5:00-10:00,shopping,sports,0
e83d79bf-ce2d-4493-b48e-5d7417587fd9,saturday,5:00-10:00,shopping,culture,0
4b8eb6d7-8587-487b-bcde-3b2183a12501,saturday,10:00-12:00,shopping,supermarket,0.5484008528784649
9d9a589c-d905-4081-bc9d-004b0e12f978,saturday,10:00-12:00,shopping,other_shop,0.2767590618336887
57c4dbb6-e1e8-4afc-bb2b-9e5de8e87f98,saturday,10:00-12:00,shopping,medicinal,0.019616204690831557
4a83b906-8b84-4b5d-ade1-fb9ea6e6b52e,saturday,10:00-12:00,shopping,home,0.07164179104477612
835fe223-eec8-4fcb-85db-c8d10378940b,saturday,10:00-12:00,shopping,services,0.04392324093816631
8170c45d-8019-4850-ba05-d318c5e79c26,saturday,10:00-12:00,shopping,bbpg,0.019616204690831557
ad59abdb-a3ec-4416-9409-9170a2c32e2d,saturday,10:00-12:00,shopping,religious,0.01535181236673774
f407f608-23e3-4719-9689-67c43a6f63b0,saturday,10:00-12:00,shopping,restaurant,0.004690831556503198
b7601f6a-3aaa-4a6e-9ba9-80fcbb0a7b17,saturday,10:00-12:00,shopping,sports,0
b86e89df-bf48-4290-8789-fd6c4fae199a,saturday,10:00-12:00,shopping,culture,0
f0f07da2-71c3-41b5-9506-a7d22c66939f,saturday,12:00-14:00,shopping,supermarket,0.48049792531120333
8cde07cc-613c-4459-b960-c6a89c962b55,saturday,12:00-14:00,shopping,other_shop,0.31701244813278007
34885986-5bcc-40a1-ae7b-3d9c60db07aa,saturday,12:00-14:00,shopping,medicinal,0.006639004149377593
e1676ba0-f417-47d9-b4a3-76fa6b369ba9,saturday,12:00-14:00,shopping,home,0.08630705394190871
ef63845f-5f4e-443d-8dcd-9db0516fee43,saturday,12:00-14:00,shopping,services,0.038174273858921165
47edd036-dc66-4cf8-bd82-e419cdaba8d3,saturday,12:00-14:00,shopping,bbpg,0.016597510373443983
4f9045c3-6a78-4c12-8754-7ab64c6b6e5d,saturday,12:00-14:00,shopping,religious,0.028215767634854772
b04cd474-1ecb-420d-b8b2-90cb21b09ce4,saturday,12:00-14:00,shopping,restaurant,0.026556016597510373
6ca02c25-b262-4339-b081-a3a5b0bb3849,saturday,12:00-14:00,shopping,sports,0
1ef6cea9-78f5-4a8f-96fe-79179c458051,saturday,12:00-14:00,shopping,culture,0
83b93068-4bf2-4c41-a0fe-1e19bf756651,saturday,14:00-18:00,shopping,supermarket,0.43270868824531517
db6b68c5-2ffd-4eee-be42-ea32ae7992f8,saturday,14:00-18:00,shopping,other_shop,0.30550823395797844
2f23e43c-92a5-455c-9447-18c6c5130ee8,saturday,14:00-18:00,shopping,medicinal,0.008517887563884156
6a669209-17d8-4f0a-bfd6-cd4fec0cccb9,saturday,14:00-18:00,shopping,home,0.16581487791027824
c8b7ef16-9274-46ba-af5f-2f3775dccb81,saturday,14:00-18:00,shopping,services,0.015332197614991482
8552b352-21fb-4b03-bfa5-d3c794c3c3d7,saturday,14:00-18:00,shopping,bbpg,0.01590005678591709
eac3b236-f482-422b-bc6f-33d882293285,saturday,14:00-18:00,shopping,religious,0.03861442362294151
c63db30d-27cf-44fc-b5d6-e66e1405355a,saturday,14:00-18:00,shopping,restaurant,0.017603634298693924
a988eff0-c547-471f-82b3-6671262f4681,saturday,14:00-18:00,shopping,sports,0
8a56ea36-babb-460a-96d2-da52635d00fe,saturday,14:00-18:00,shopping,culture,0
c3714773-ceb0-4d6a-8bee-1ba42b4f4e49,saturday,18:00-23:00,shopping,supermarket,0.4199134199134199
fc89fd30-9c82-49a4-a360-45998ab879db,saturday,18:00-23:00,shopping,other_shop,0.1774891774891775
7389c3d9-d6ab-41e2-a87a-9560cfafe8bf,saturday,18:00-23:00,shopping,medicinal,0.01948051948051948
4099a2c6-01a8-458e-9a43-eb32cbddcd42,saturday,18:00-23:00,shopping,home,0.2510822510822511
5e96b183-b25e-4ee0-8fdf-5937701ff387,saturday,18:00-23:00,shopping,services,0.004329004329004329
c4fd7e24-63e6-479f-8939-536edda700ad,saturday,18:00-23:00,shopping,bbpg,0.01948051948051948
da5bbaca-9626-41e6-b0db-74f2a4dedc45,saturday,18:00-23:00,shopping,religious,0.0367965367965368
2f3ea1cd-4ddb-4537-b9f8-fe1070635dbd,saturday,18:00-23:00,shopping,restaurant,0.07142857142857142
c2b89bf9-68a8-414b-815c-93d372582d49,saturday,18:00-23:00,shopping,sports,0
e03d770e-1dfb-415d-971e-0b0b994a019d,saturday,18:00-23:00,shopping,culture,0
add0e285-5a4a-4108-800d-ffa6ba324bfb,saturday,23:00-5:00,shopping,supermarket,0.07692307692307693
6179abd7-a80f-460f-b8c1-12fed403c4c6,saturday,23:00-5:00,shopping,other_shop,0
7b28e2fc-bc03-4f2a-b7bf-bc631cee52fc,saturday,23:00-5:00,shopping,medicinal,0.3076923076923077
207fe57d-d23c-4343-8596-804582d4f468,saturday,23:00-5:00,shopping,home,0.6153846153846154
ff73c032-d1b7-490a-bbb4-1b929ce71d5b,saturday,23:00-5:00,shopping,services,0
0ca4836f-bee0-410d-8f1f-d6ccb9136925,saturday,23:00-5:00,shopping,bbpg,0
e36f4a80-66ed-4dd4-8bb0-6da85909e4f6,saturday,23:00-5:00,shopping,religious,0
f54dc47c-4c4a-47ae-9bbd-5ecaa782ba93,saturday,23:00-5:00,shopping,restaurant,0
124b42c5-aa4d-40db-9016-09f3b344c8e9,saturday,23:00-5:00,shopping,sports,0
7d3fbbdc-a406-41d1-afa3-eb3cfcd43f2c,saturday,23:00-5:00,shopping,culture,0
4d1b326f-e7ce-492f-ab0e-93cc657b820c,saturday,5:00-10:00,leisure,supermarket,0.6987668819729889
5ca02ba2-0a8e-4d8d-982a-2c1cc9c0b88f,saturday,5:00-10:00,leisure,other_shop,0
829b115d-894b-4f57-b49f-13b27a839a01,saturday,5:00-10:00,leisure,medicinal,0
630310a8-ceb2-4330-a57d-93815ad06e50,saturday,5:00-10:00,leisure,home,0.3540856031128405
c491e7e7-82c5-492a-8deb-c0967dc276a5,saturday,5:00-10:00,leisure,services,0
96dc616b-4ef7-48c3-8fe4-5be1b5f264d7,saturday,5:00-10:00,leisure,bbpg,0
bae12e8e-f3c6-4d72-9b80-15ddc7b26c85,saturday,5:00-10:00,leisure,religious,0.054474708171206226
83e3c7dc-dd8b-4c43-96a9-84f46323b4c9,saturday,5:00-10:00,leisure,restaurant,0.054474708171206226
8b2de303-eba2-4db3-928a-8e64c0dc26b6,saturday,5:00-10:00,leisure,sports,0.4785992217898833
30e93cc0-f3ec-42a4-ab31-e714373450c9,saturday,5:00-10:00,leisure,culture,0.03501945525291829
00053c86-1b98-4e4d-9f0e-c37f5cbdfbd5,saturday,10:00-12:00,leisure,supermarket,0.5484008528784649
e1635243-8192-42ce-b1af-b4c683699b9b,saturday,10:00-12:00,leisure,other_shop,0
ee6556a3-1724-4c9f-a27f-ec2bd2156703,saturday,10:00-12:00,leisure,medicinal,0
52e71a7b-fa9a-4100-bbc3-56cdc58ac41c,saturday,10:00-12:00,leisure,home,0.4681274900398406
26e712cb-1a3d-4542-a7c0-840dd66a6db2,saturday,10:00-12:00,leisure,services,0
a7ec61c7-6b83-4bf7-a39a-013cb50d7632,saturday,10:00-12:00,leisure,bbpg,0
c007e3ac-f917-447b-8d79-ebc10db87459,saturday,10:00-12:00,leisure,religious,0.053784860557768925
c1d369c5-2969-42de-86d3-2081c450a86b,saturday,10:00-12:00,leisure,restaurant,0.05976095617529881
3b1ed86f-e95d-433b-ae14-53be1c466d01,saturday,10:00-12:00,leisure,sports,0.31274900398406374
6b0227a3-f245-4dfa-aea6-4915ee5f44e1,saturday,10:00-12:00,leisure,culture,0.06772908366533864
e82d1607-1928-4683-946c-1a7c88a4dc7f,saturday,12:00-14:00,leisure,supermarket,0.48049792531120333
ba2f2c85-e738-4998-995c-49418bc2c020,saturday,12:00-14:00,leisure,other_shop,0
5ee96efb-3358-4f9a-b568-d65c6d57ae47,saturday,12:00-14:00,leisure,medicinal,0
16e11e34-410d-48e4-a4f5-f68bd3220284,saturday,12:00-14:00,leisure,home,0.49056603773584906
4459a5dc-7cc5-47c0-aae6-cfa8fdb38e52,saturday,12:00-14:00,leisure,services,0
